constant_name,definition
"This was the older metric-only Vitals form, now deprecated.","Esta fue la métrica más antigua de formularios de constantes vitales, ahora en desuso."
"This will activate the CCR(Continuity of Care Record) and CCD(Continuity of Care Document) reporting.","Esto activará informes CCR(Continuity of Care Record) y CCD(Continuity of Care Document)"
"This will allow selection of the debugging ('dummy') language.","Esto permitirá la selección de la depuración ('dummy') de idioma."
"This will create a backup in tar format and then send it to your web browser so you can save it","Esto creará un backup en formato tar y luego lo envia a su navegador web para que lo pueda guardar "
"This will deactivate document the encryption and decryption features, and hide them in the UI.","Esto desactivará las características de encriptación/desencriptación del documento, y lo ocultará en el UI."
"This will force the Billing Widget in the Patient Summary screen to always be open.","Esto forzará el widget de facturación en la pantalla resumen del paciente para que se abra siempre."
"This will not prevent you from going to the e-Prescriptions site.","Esto no le impiderá ir al sitio de recetas electrónicas."
"This will use the custom immunizations list rather than the standard CVX immunization list.","Esto usará la lista de vacunación personalizada en lugar de la lista de vacunación estándar CVX."
"Thoracic spine","Espina dorsal torácica"
Thous/CU.MM,Miles/CU.MM
Throat,"Garganta "
"Throat Cancer","Cáncer de Garganta "
"Throat Cancer Surgery","Cirugía del Cáncer de Garganta "
Thrombosis/Stroke,"Trombosis/Derrame Cerebral"
Thu,Jueves
Thurdsay,Jueves
Thursday,Jueves
"Thyroid Problems","Problemas de la Tiroides "
"Thyroid normal","Tiroides normal"
Time,Hora
"Time Display Format","Formato visualización de hora"
"Time Increment for Add (minutes 1-60)","Incremento de tiempo para agregar (minutos 1-60) "
"Time selection","Seleccion de tiempo"
"Time slot is open, saving event","La ventana de tiempo está abierta, salvando evento"
"Timed event","Evento con horario"
"Times array (N/A)","Matriz tiempos (NO APLICABLE)"
"Timestamp and Text","Reloj fechador y texto "
Tinnitus,Tinnitus
Title,Titulo
"Title V","Titulo V"
"TitleCols must be a number between 1 and 999","Cols título debe ser un número entre 1 y 999 "
Titles,"Títulos "
To,Para
"To Affected Area","Área afectada "
"To Billing View","Ver facturación "
"To Clinical View","Ver a Clínica "
"To Dems","Ir Demograf. "
"To Disable HTTPS, comment the above lines in Apache configuration file and restart Apache server.","Para deshabilitar HTTPS, comente en lineas de arriba en el file de configuracion de Apache y reiniciar el servidor Apache"
"To Disable client side SSL certificates, comment above lines in Apache configuration file and set","Para deshabilitar certificado del cliente SSL, comente en lineas de arriba en la configuracion del file Apache y configurar"
"To Enable Client side SSL certificates authentication, HTTPS should be enabled.","Para habilitar lado del cliente con certificados de Autenticacion SSL, debe habilitarse HTTPS"
"To Enable only HTTPS, perform the above changes and restart Apache server. If you want to configure client side certificates also, please configure them in the next section.","Para solo habilitar HTTPS, ejecute los cambios mencionados y reinicie el servidor Apache"
"To Enctr","Para Enctr"
"To History","La Historia "
"To Issues","Para cuestiones "
"To Skin","Para la piel "
"To add notes, please click ","Favor Selecciona para agregar notas"
"To add notes, please click here","Para añadir notas, por favor haga click aquí"
"To automatically open the specified form. Some sports teams use football_injury_audit here.","Para abrir automáticamente el formulario específico. Algunos equipos deportivos usan aquí auditoria de fútbol."
"To copay","De copago "
"To ded'ble","Para ded'ble "
"To enable Client side ssl certificates","Para habilitar lado del cliente certificados SSL"
"To filter by sex","Para filtrar por sexo"
"To link this encounter/consult to an existing issue, click the ","Para ligar este encuentro/consulta a un asunto existente, pinche el"
"To link this encounter/consult to an existing issue, click the desired issue above to highlight it and then click [Save]. Hold down [Ctrl] button to select multiple issues.","Para enlazar este encuentro / consultar a un problema, haga clic en el tema de arriba para destacar y, a continuación, haga clic en [Guardar]. Mantenga pulsada la tecla [Ctrl] para seleccionar múltiples cuestiones. "
"To record disclosures, please click","Para grabar revelaciones de info, por favor click"
"To setup https access with client certificate authentication, do the following","Para configurar el acceso https con autenticación de certificados de cliente, haga lo siguiente"
To:,Hasta:
"To: ",Hasta:
Tobacco,Tabaco
"Tobacco Cessation Intervention","Intervención para dejar el tabaco"
"Tobacco Cessation Intervention (CQM)","Intervención para dejar el tabaco (GCC)"
"Tobacco Use Assessment","Evaluación consumo tabaco"
"Tobacco Use Assessment (CQM)","Evaluación consumo tabaco (GCC)"
"Tobacco use","Consumo de tabaco "
Today,Hoy
"Today's Balance","Balance actual"
"Today's Charges","Cargos actuales"
"Today's Date","Fecha de Hoy "
"Today's Events","Eventos de Hoy "
Tonsillectomy,"Tonsilectomía "
Top,Superior
Topic,"Tema "
Total,Total
"Total Amount Paid","Cantidad total pagada "
"Total Charge","Total carga"
"Total Charges","Total de cargos "
"Total Clients","Total de Clientes "
"Total Cost","Costo total"
"Total Distribution for following check number is not full","La distribución total para los siguientes números de cheque es incompleta"
"Total Number of Immunizations","NºTotal de vacunas"
"Total Number of Issues","NºTotal de incidencias"
"Total Number of Patients","Total número de pacientes "
"Total Patient Balance","Saldo total de pacientes"
"Total Patients","Total Pacientes"
"Total Records Found","Total Registros Encontrados"
"Total SRH & Family Planning","Total SRH & Planificación Familiar "
"Total active actions","Total acciones activas"
"Total active reminders after update","Total recordatorios activos después de actualizar"
"Total active reminders before update","Total recordatorios activos antes de actualizar"
"Total amount due","Total de cantidad adeudada"
"Total failed reminders sent via email","Total recordatorios enviados vía email fallidos"
"Total failed reminders sent via phone","Total recordatorios enviados vía teléfono fallidos"
"Total for","Total para"
"Total for ","Total para"
"Total for category","Total para la categoría "
"Total inactivated reminders","Total recordatorios inactivos"
"Total new reminders","Total nuevos recordatorios"
"Total successful reminders sent via email","Total recordatorios enviados via email correctos"
"Total successful reminders sent via phone","Total recordatorios enviados via teléfono correctos"
"Total unchanged reminders","Total de recordatorios sin cambios"
"Total unsent reminders after sending process","Total recordatorios no enviados después del proceso de envío"
"Total unsent reminders after update","Total recordatorios no enviados después de actualizar"
"Total unsent reminders before sending process","Total recordatorios no enviados antes del proceso de envío"
"Total unsent reminders before update","Total recordatorios no enviados antes de actualizar"
"Total updated reminders","Total recordatorios actualizados"
Totals,Total
"Totals for","Total para"
"Totals for ","Total para"
"Training Type","Tipo de Entrenamiento "
Transact,"Tramite "
Transaction,"Transacción "
"Transaction Type","Tipo de Transacción "
"Transaction failed, insufficient quantity in destination lot","Transaccion fallida, cantidad insuficiente en lote de destino"
"Transaction failed, quantity is less than zero","Transaccion fallida, cantidad es menor de cero"
Transactions,"Transacción "
"Transactions (write optional)","Transacciones (escriba opcional) "
Transactions/Referrals,"Transacciones/Derivados "
Transfer,Transferir
"Transfer failed, insufficient quantity in source lot","Transferencia fallida, cantidad insuficiebnte el el lote de fuente"
Transfers,Transferencias
"Transition/Transfer of Care?","¿Transición/Transferencia de cuidados?"
"Translate Access Control Groups","Traducir Grupos de Control de Acceso"
"Translate Appointment Categories","Traducir Categorías de Citas"
"Translate Document Categories","Traducir Categorías de Documento"
"Translate Layouts","Traducir Diseños"
"Translate Lists","Traducir Listas"
"Translate Patient Note Titles","Traducir título de notas de paciente"
Translation,"Traducción "
Translations,Translacones
Trauma,Trauma
Treatment,Tratamiento
"Treatment Goals","Objetivos de Tratamiento "
"Treatment Plan","Plan de Tratamiento "
Treatment:,"Tratamiento: "
"Treatment: ","Tratamiento: "
Trend,Tendencia
"Trigger point / compartment syndrome / DOMS / cramp","Punto de activación / síndrome compartimental / DOM / calambres "
Trimalleolar,Trimalleolar
"Trunk and abdomen","Tronco y abdomen "
Tuberculosis,"Tuberculosis "
Tue,Martes
"Tues &amp; Thur","Martes y Jueves "
Tuesday,Martes
Tumour,Tumor
Turkish,Turco
"Tympanic Membrane","Membrana Timpánica "
Type,Tipo
"Type Id or Name.3 characters minimum (including spaces).","Teclee ID o nombre. Mínimo 3 caracteres (incluyendo espacios)."
"Type Your message here","Teclee su mensaje aquí"
"Type of Disclosure","Tipos de revelación de info"
"Type of Events","Tipo de Eventos"
"Type of columns displayed for patient search results","Teclee columnas mostradas en los resultados de búsqueda de pacientes"
"Type of screen layout","Tipo de diseño de pantalla"
"Type or scan the patient identifier here","Tipee o escanee el identificador del paciente aquí"
"Types of Orders and Results","Tipo de orden y resultados"
"UCSMC codes provided by the University of Calgary Sports Medicine Centre","Códigos UCSMC provistos por el centro de Medicina del Deporte de la Universidad de Calgary"
UNDISTRIBUTED,"SIN DISTRIBUIR"
"UNSUPPORTED database load file","Fichero de carga NO SOPORTADO por la bbdd"
UOR,UOR
UPGRADE,ACTUALIZACIÓN
UPIN,UPIN
URL,URL
"URL for OpenEMR support.","URL para soporte OpenEMR"
"URL for Phone Gateway. Automated VOIP service provided by Maviq. Please visit http://signup.maviq.com for more information.","URL para puerta de enlace telefónico. Servicio automático de VOIP desarrollado por Maviq. Por favor visite http://signup.maviq.com para más información."
UTIs,"Infec. tracto urinario"
Ukrainian,Ucraniano
Ulcerations,"Ulceraciones "
"Ulcerative Colitis","Colitis ulcerosa "
Ulcers:,"Úlceras: "
"Unable to create","No se puede crear"
Unapplied,"No aplicado"
Unassigned,"No asignado"
Unauthorized,"No autorizado"
"Unauthorized access to ePrescription","Acceso no autorizado a ePrescripción"
"Unauthorized access.","Acceso no autorizado. "
Unbilled,"No facturado"
"Unbilled Only","no facturado solamente"
Underweight,"De peso insuficiente "
Undiagnosed,"Sin diagnosticar "
Undistributed,"Sin distribuir"
"Undistributed is","No es distribuido"
"Undo Checkout","Deshacer liquidación"
"Unique Clients","Clientes únicos"
"Unique New Clients","Nuevos Clientes Distintos "
"Unique SP","Pactes.únicos vistos"
"Unique Seen Patients","Unicos Pacientes Vistos"
"Unique Seen Patients Report","Informe de unicos pacientes vistos"
"Unique human-readable identifier for this type","Identificador para este tipo sólo legible por humanos"
"Unique numeric identifier for this type","Identificador para este tipo sólo numérico"
Unit,Unidad
Units,Unidades
"Units for Visit Forms","Unidades de formularios de visita"
"Units must be a number","Unidades deben ser un numero"
"Units not defined","Unidades no definidas"
Units/L,Unidades/L
Unknown,"Desconocido "
"Unknown if ever smoked","Desconoce si ha fumado alguna vez"
"Unknown or N/A","Desconocidos o N/A"
"Unnamed insurance company","Sociedad Médica sin nombre "
Unregistered,"No registrado "
"Unselect All","Desmarcar todos "
Unselected,Desmarcado
Unspecified,"Sin especificar "
"Untimely filing","Presentación extemporánea "
Unused,"No utilizados "
"Up to",Hasta
"Upcoming Appointments","Próximas Citas "
"Upcoming Events","Próximos Eventos "
Update,"Actualizar "
"Update Active","Actualizacion activa"
"Update Info","Actualizar Informacion"
"Update List","Actualizar lista"
"Update Provider Number","Actualizar numero de proveedor"
"Update Selected Items","Actualizar items seleccionados"
"Update User Information","Actualizar informacion de usuario"
"Update files","Actualizar archivos"
"Update the following variables in file","Actualizar las siguientes variables en el file"
"Updating demographics is not authorized.","Updating demographics is not authorized."
"Updating global configuration defaults","Actualizando la configuración global predeterminada"
"Updating version indicators","Actualizando indicadores de versión"
Upgrade,Actualizar
"Upgrade Database","Actualizar BBDD"
"Upgrades the OpenEMR database to include Procedures, Functions and tables needed for De-identification process","Actualización de base de datos OpenEMR para incluir procedimientos, funciones y tablas necesarias para el proceso de De-identificación."
"Upgrading will continue","la actualización continuará"
Upload,Subir
"Upload Document","Subir Documento "
"Upload Image to","Adjuntar imagen a"
"Upload Report","Upload Report"
"Upload configuration data","Cargar configuracion de datos"
"Upload failed!","Carga del documento fallo"
"Upload import file:","Subrir archivo de importación: "
"Upload this file:","Subir este archivo: "
"Upon clicking an invoice number the ""manual posting window"" appears. Here you can change the due date and notes for the invoice, select the party for whom you are posting, and select the insurances for which all expected paymants have been received.  Most","Al hacer clic en un número de factura el ""manual de desplazamiento ventana"" aparece. Aquí puede cambiar la fecha de vencimiento y toma nota de la factura, para seleccionar la parte a quien se le envío por correo, y seleccione los seguros para que todos esperemos los pagos se han recibidos. Lo que es más importante, para cada código de facturación para los que fue acusado una cantidad, puede introducir la información de pago y el ajuste."
"Upon searching you are presented with a list of invoices.  You may click on one of the invoice numbers to open a second window, which is the data entry page for manual posting.  You may also click on a patient name if you want to enter a note that the fro","Tras la búsqueda se le presenta con una lista de las facturas. Puede hacer clic en uno de los números de la factura para abrir una segunda ventana, que es la página de entrada de datos manual de desplazamiento. También puede hacer clic sobre el nombre de un paciente si desea escribir una nota que la oficina de personal se verá cuando el paciente en los controles, y usted puede seleccionar que aparezca en las facturas del paciente declaraciones e imprimir esas declaraciones. "
"Upper arm","Parte superior del brazo"
Urgency,"Urgencia "
Urine,Orina
"Urine Dribbling","Goteo de Orina "
"Urine Frequency","Frecuencia de la Orina "
"Urine Hesitancy","Vacilación de la Orina "
"Urine Microalbumin","Microalbúmina de la orina"
"Urine Stream","Flujo de Orina "
"Urine Urgency","Urgencia de la Orina "
"Usage Indicator (ISA15)","Indicador de uso (ISA15)"
"Use % alone in a field to just sort on that column","Use % solo en un campo para ordenar por esa columna"
"Use 24 hour time format?","Utilice el formato de 24 horas? "
"Use Charges Panel","Usar panel de cargos"
"Use Custom Immunization List","Usar lista personalizada de vacunación"
"Use Date Range","Utilice Rango de Fechas"
"Use Defaults","Use opciones por defecto"
"Use Delete Option to Remove.","Utilice la Opción Borrar para Eliminar."
"Use international date style?","¿Utilice el estilo internacional de la fecha? "
"Use source filename","Utilice nombre de fichero fuente"
"Use the fields below for a purchase or transfer.","Use los cambpos abajo para una adquisicion o transferencia"
"Use this feature only with newly installed sites, ","Utilice esta función sólo con los sitios nuevos instalados,"
"Use topics?","Usar temas? "
User,Usar
"User / Groups",Usuarios/Grupos
"User Administration","Usar Administración "
"User Certificate Authentication is disabled","Certificado de Autenticacion del usuario esta deshabilitado"
"User Defined","Definido por el usuario"
"User Defined Area 11","Definido por el usuario Zona 11"
"User Defined Area 12","Definido por el usuario Zona 12"
"User Defined Field","Campo definido por el usario "
"User Defined List 1","Definido por el usuario Lista 1"
"User Defined List 2","Definido por el usuario Lista 2"
"User Defined List 3","Definido por el usuario Lista 3"
"User Defined List 4","Definido por el usuario Lista 4"
"User Defined List 5","Definido por el usuario Lista 5"
"User Defined List 6","Definido por el usuario Lista 6"
"User Defined List 7","Definido por el usuario Lista 7"
"User Defined Text 1","Definido por el usuario Texto 1 "
"User Defined Text 2","Definido por el usuario Texto 2"
"User Defined Text 3","Definido por el usuario Texto 3"
"User Defined Text 4","Definido por el usuario Texto 4"
"User Defined Text 5","Definido por el usuario Texto 5"
"User Defined Text 6","Definido por el usuario Texto 6"
"User Defined Text 7","Definido por el usuario Texto 7"
"User Defined Text 8","Definido por el usuario Texto 8"
"User First name","Usuario Nombre"
"User Logon (If 03 above, else leave spaces) (ISA02)","Ingreso de usuario (Si dice arriba 03 , sino deje espacios) (ISA02)"
"User Manual","Manual de Uso"
"User Memberships","Permisos de usuarios "
"User Name","Apellido de usuario"
"User Password (ISA04~ if 01 above, else leave spaces)","User Password (ISA04~ if 01 above, else leave spaces)"
"User Settings","Ajustes de Usuario"
"User Specific Setting","Ajuste Específico de usuario"
"User and Facility Administration","Administración de usuarios y Centros"
"User and Group Administration","Administración de usuarios y grupos "
"User logon Required Indicator (ISA01~ use 00 or 03)","User logon Required Indicator (ISA01~ use 00 or 03)"
"User name or Host name cannot be empty","Nombre del Usuario o Huesped no pueden estar vacios"
"User or Host name","Nombre del Usuario o Huesped"
"User password required Indicator (ISA03~ use 00 or 01)","User password required Indicator (ISA03~ use 00 or 01)"
Username,"Nombre de usuario "
"Username for Phone Gateway. Automated VOIP service provided by Maviq. Please visit http://signup.maviq.com for more information.","Usuario para puerta de enlace telefónico. Servicio automático de VOIP desarrollado por Maviq. Por favor visite http://signup.maviq.com para más información."
"Username for SMS Gateway","Nombre de usuario para la entrada de SMS "
"Username for SMS Gateway.","Usuario para puerta de enlace SMS"
"Username to connect to CouchDB","Nombre de usuario para conectar con CouchDB"
Username:,"Nombre de usuario: "
Users,Usuarios
"Users/Groups/Logs Administration","Usuarios / Grupos / Administración de Registros "
VACATION,VACACIONES
VFC,VFC
VISA,VISA
VISA/MC/AMEX/Dis,VISA/MasterCard/AMEREXPRESS/Discovery
Vacation,"Vacaciones "
Vaccine,Vacuna
"Vaginal Ring","Anillo Vaginal "
Valedictory,Despedida
Value,Valor
"Value 1","Valor 1"
"Value 2","Valor 2 "
"Value Should be Numeric","El valor debe ser Numérico"
Var1,Var1
Var2,Var2
"Varicella 1","Varicela 1 "
"Varicella 2","Varicela 2 "
"Varicose Veins","Venas varicosas "
"Vascular Surgery","Cirugía Vascular"
"Vascular condition","Condición vascular"
"Vascular injury","Lesión vascular"
Vendor,Vendedor
Version,"Versión "
Vertigo,"Vértigo "
"Veteran`s Administration","Administración de Veteranos"
"Veterans Administration Plan","Plan de Administración de veteranos "
Vietnamese,Vietnamita
View,Ver
"View Allergies","Ver Alergias"
"View Comprehensive Patient Report","Ver Informe comprensiva del paciente"
"View Facility Specific User Information","Ver información de usuario en el centro especificado"
"View Log","Ver Registro"
"View Page 1","Ver Página 1 "
"View Page 2","Ver Página 2"
"View Past and Future Reminders","Ver recordatorios pasados y futuros"
"View Patient","Ver Paciente"
"View document","Ver documento "
"View encounter","Ver encuentro "
"View events in a popup window?","Ver los eventos en una ventana móvil? "
"View related encounters","Ver visitas relacionadas"
"View/Edit Allergies","Ver/Editar Alergias"
View/Print,Ver/Imprimir
"View/edit issue","Ver/Editar incidencia"
View:,Ver:
"Visceral damage/trauma/surgery","Daño viscerales/trauma/cirugía "
"Visit Category:","Categoría de Visita:"
"Visit Date","Fecha de Visita "
"Visit Forms","Formularios de visita"
"Visit History","Histórico de Visitas"
"Visit date","Fecha visita"
Visits,Visitas
"Visits From","Visitas De"
"Vital Signs","Signos Vitales"
Vitals,"Vitales "
"Vitals (Metric)","Vitales (Métrico) "
Voice,Voz
"Voice Sent","Voz Enviada"
Vomiting,"Vómitos "
W,W
WARNING,AVISO
"WARNING: This will overwrite configuration information with data from the uploaded file!","AVISO: Esto sobreescribirá la información de configuración con los datos del fichero adjunto!"
WNL,WNL
"WORK NOTE","NOTA DE TRABAJO"
WT,peso
"Waist Circ","Circ cintura "
"Waist Circumference","Circunferencia de la Cintura "
Waiting,Espera
Walk-In,"Entrar "
"Walt Pennington","Walt Pennington"
Warehouse,"Tienda de deposito"
"Warehouse maximum, 0 if not applicable","Almacén máximo, 0 si no es aplicable"
"Warehouse minimum, 0 if not applicable","Almacén mínimo, 0 si no es aplicable"
Warehouses,"Tiendas de deposito"
Warm,"Cálido "
Warning,Aviso
"Warning, Check Number already exist in the database","Aviso, número de cheque ya existe en la base de datos"
"Warning: A visit was already created for this patient today!","Aviso: ya hay una cita para este paciente hoy! "
"Warning: Patient ID is not unique!","Aviso: Nº Identificación del paciente no es único! "
Warnings,Avisos
"We appreciate prompt payment of balances due","Agradecemos su pago a tiempo del balance debido"
Weakness,"Debilidad "
"Web Search","Búsqueda web"
Website,"Sitio Web "
"Website link for the Onsite Patient Portal.","Vínculo sitio web para el Portal del Paciente interno"
Wed,Miércoles
Wednesday,Miércoles
Week,Semana
"Week View","Ver Semana"
Week(s),Semana(s)
"Weekly Exposures","Exposicion semanal"
Weeks,Semanas
Weight,"Peso "
"Weight Assessment and Counseling for Children and Adolescents","Evaluación de peso y Orientación para Niños y Adolescentes"
"Weight Assessment and Counseling for Children and Adolescents (CQM)","Peso evaluación y orientación para niños y adolescentes (GCC)"
"Weight Change","Cambio de peso "
"Weight Loss","Perdida de Peso"
"Weight loss clinic","Clínica de Adelgazamiento"
Welcome,Bienvenido
"What is to be counted?","¿Cuál debe ser contado? "
Wheezes:,"Los Resuellos: "
Wheezing,"Sibilancia "
Wheezing:,"Resollando: "
"Where may related scanned or paper documents be found?","¿Donde puede los documentos explorados o de papel relacionados que se encontrarán? "
"Whether Insured",Asegurado
Whiplash,"Trallazo "
White,Blanco
Who,"Quién "
"Who replied?","¿Quién respondió?"
Widowed,"Viudo "
Width,Ancho
"Width in pixels of the left navigation frame.","Ancho en píxeles de la barra de navegación izquierda."
"With selected:","Con el seleccionado"
"With whom may we leave a message?","¿Con quién podemos dejar un mensaje? "
Withheld,Retenido
"Without Update","Sin Actualización "
Witness,"Testigo "
Women,Mujer
"Women Only","Sólo las Mujeres "
Work,Trabajo
"Work Phone","Teléfono de Trabajo "
"Work Phone Number","Número de Teléfono de Trabajo "
"Work related?","Relacionados con el trabajo? "
"Work/ Education/ Hobbies","Trabajo / Educación / aficiones "
"Work/School Note","Nota de Trabajo/Escuela"
"Worker`s Compensation","Compensación al Trabajador"
"Workers Compensation Health Plan","Indemnización de los trabajadores del Plan de Salud "
"Working Aged Beneficiary or Spouse with Employer Group Health Plan","Beneficiario de edad trabajando o esposa con el Plan de Grupo de Salud Empleador"
Worse,Peor
"Would You Like them to be Marked as Cleared.","quiere marcarlo como borrado."
"Would you like the balance amount to apply to Global Account?","¿Quieres que el saldo se aplique a la cuanta global?"
"Would you like to Allocate?","¿Quiere asignarlo?"
"Would you like to Cancel Distribution for this Patient?","¿Quiere Cancelar la distribución para este paciente?"
"Would you like to Delete Payment Distribution?","¿Quiere borrar la distribución de pago?"
"Would you like to Delete Payments?","¿Quiere borrar los pagos?"
"Would you like to Modify Payments?","¿Quiere modificar los pagos?"
"Would you like to Modify and Finish Payments?","¿Quiere modificar y terminar los pagos?"
"Would you like to Post Payments?","¿Quiere enviar los pagos?"
"Would you like to Post and Finish Payments?","¿Quiere enviar y terminar los pagos?"
"Would you like to save?","¿Quiere salvar?"
Wrist,"Muñeca "
"Wrist Problems","Problemas de Mano"
"Wrist and hand","Muñeca y mano"
"X-RAY Interpretation:","Interpretación de RAYOS X: "
"X-Ray Interpretation:","Interpretación de Rayos X: "
X-ray,"Rayos X"
"X12 Partner","X12 Socio"
"X12 Partners","X12 Socios "
"X12 only: Replacement Claim ","X12 solamente: Demanda de reemplazo "
Y,A
YES,SI
YES!,SI!
YYYY-MM-DD,AAAA-MM-DD
Year,Año
"Year View","Ver año"
Year(s),Año(s)
Years,Años
Yes,Si
"Yes, Delete and Log","Sí, Borrar y Registros "
Yes/No,Si/No
Yes:,Si:
Yiddish,Ídish
"You are about to permanently replace the existing template. Are you sure you wish to continue?","Estás a punto de reemplazar permanentemente la plantilla existente. ¿Estás seguro de que desea continuar? "
"You are in Grace Login period. Change your password before","Ud esta en el periodo de entrar gratis. Cambie su palabra clave antes"
"You are not allowed to delete this event","No está permitido eliminar este evento "
"You are not allowed to edit this event","No está permitido a editar este evento "
"You are not authorized for this.","Usted no está autorizado para esto. "
"You are not authorized to access this squad.","Usted no está autorizado para acceder a esta escuadra. "
"You are not authorized to add/edit issues","No está autorizado para añadir/editar incidencias"
"You are not authorized to schedule appointments.","No está autorizado a programar citas"
"You are not authorized to see this encounter.","Usted no está autorizado para ver este encuentro. "
"You are posting against an old encounter?","Está Ud. publicando para un encuentro viejo?"
"You can not access this function directly.","No se puede acceder a esta función directamente. "
"You cannot access this page directly.","No se puede acceder a esta página directamente. "
"You cannot add a blank value for a category!","Ud no puede añadir un valor en blanco para una categoria!"
"You cannot add a blank value for a subcategory!","Ud no puede añadir un valor en blanco para una subcategoria!"
"You cannot add a blank value for an item!","Ud. no puede añadir un valor en blanco para un item!"
"You cannot enter a future date with a completed value of YES.","No puede poner una fecha futura, con un valor completo de SI."
"You did not choose any actions.","Usted no escogió ninguna acción. "
"You do not have access to view/edit this note","Usted no tiene acceso para ver o editar esta nota "
"You have attempted to alter content which is locked. Remove the lock if you want to do this. To unlock, remove the line, '/*lock::*/'","Ud. ha tratado de alterar contenido que está cerrado. Remueva el cierre si desea hacer esta accion. Para abrir, remueva la linea, ·/*lock::*/"
"You have been successfully logged out.",Desconectado
"You may only upload .txt files","Sólo puede actualizar ficheros .txt"
"You may put text here as the default complaint in the New Patient Encounter form.","Puede poner el texto aquí como queja por defecto en el formulario de visita de nuevo paciente."
"You must enter a pass phrase to encrypt the document","Debe introducir la frase clave para encriptar el documento"
"You must first select or add a patient.","Primero debe seleccionar o agregar un paciente. "
"You must first select or create an encounter.","Primero debe seleccionar o crear un encuentro. "
"You must select a visit category","Debe seleccionar una categoría de visita"
"You must select a visit category.","Ud. debe seleccionar una categoria para la visita"
"You must select some fields to continue.","Debe seleccionar algunos campos para continuar. "
"You should be running this test if this claim appeared to generate successfully but the actual claim file does not contain any data or only an unfinished portion of the amount of data it is supposed to contain. It is obvious with HCFA claims because they ","Usted debería estar ejecutando esta prueba si este reclamo parece generarse con éxito, pero los datos no están completos. Esto esevidente con reclamos HCFA porque son legibles a simple vista, pero es más difícil saberlo con reclamos X12."
"You should select at least one Provider","Debe seleccionar al menos un Facultativo"
"You should select at least one context","Debe seleccionar al menos un contexto"
"Your Password Expired. Please change your password.","Su Palabra Clave ha expirado. Favor de cambiar su palabra clave."
"Your Password Expires on","Su Palabra Clave expira en"
"Your Password Expires today. Please change your password.","Su Palabra Clave expira hoy. Favor de cambiar su palabra clave."
"Your PostCalendar configuration has been reset to use defaults.","Su configuración de PosteCalendario se ha reajustado a los defectos del uso. "
"Your PostCalendar configuration has been updated.","Se ha puesto al día su configuración de PosteCalendario."
"Your end date is invalid","Su fecha de finalización no es válida "
"Your event has been deleted.","Su evento ha sido suprimido"
"Your event has been modified.","Su evento ha sido modificado"
"Your event has been submitted.","Su evento ha sido aceptado"
"Your file is too large","El fichero es demasiado grande"
"Your list name has been changed to meet naming requirements.","Su nombre de la lista se ha cambiado para resolver el nombramiento de requisitos. "
"Your name for this category, procedure or result","Su nombre para esta categoria, procedmiento o resultado"
"Your repeating frequency must be an integer.","Su frecuencia de repetición debe ser un número entero. "
"Your repeating frequency must be at least 1.","Su frecuencia de repetición debe ser por lo menos 1. "
"Your start date is greater than your end date","Su fecha de inicio es mayor que su fecha de finalización "
"Your start date is invalid","Su fecha de inicio no es válido "
"Your submission failed.","Su sumisión falló. "
Zero,"Cero "
Zip,Postal
"Zip Code","Código postal "
Zip/Country:,Postal/Pais
Zulu,Zulú
"[Change View]","[cambiar vista]"
"[Date of Last Encounter]","[Fecha de último encuentro]"
"[Days Since Last Encounter]","[Días desde último encuentro]"
[EOBs],[EDB]
"[Export OFX]","[Exportar OFX]"
"[Number Of Encounters]","[Número de encuentros]"
[Reports],[Informes]
[SQL-Ledger],[SQL-Ledger]
"[Select All]","[Seleccionar todos]"
"[Start Batch Processing]","[Procesar masivamente]"
"[View Log]","[Visualizar registro]"
"[View Printable Report]","[Ver reporte imprimible]"
"[not recommended]","[no recomendado]"
_PC_DUR_HOURS,_PC_DUR_HORAS
_PC_DUR_MINUTES,_PC_DUR_MINUTOS
_PC_LOCALE,_PC_LOCALE
a.c.,"antes de las comidas"
a.m.,a.m.
add,añadir
"add an event for ","Añadir un evento para"
added,Añadido
addonly,"solo añadir"
"already exists","ya existe."
"already exists.","ya existe."
alter,modificar
and,y
"and ",y
"and all subordinate data? This action will be logged","¿y toda la información subordinada? Esta acción será registrada"
"and modifier","y modificador"
"and processed.","y procesado"
"and restart Apache server.","y reiniciar Servidor Apache"
"and the Reason is","y la razon es"
ante,ante
"apply to affected area","aplicar a la zona afectada"
"apply to skin","aplicar a la piel"
as,como
at,en
autosaved,"Guardado automáticamente"
b.i.d.,"dos veces por día"
back,atrás
balance,balance
"because that id does not exist.","porque no existe esa número de identificación."
between,entre
"billing to ","factura para"
"both ears","ambas orejas/ ambos oídos"
"but not yet processed.","pero todavía no procesado."
by,por
"by mouth","por boca"
"cannot be converted to JPEG. Perhaps ImageMagick is not installed?","no puede convertirse a JPEG. ¿probablemente ImageMagick no está instalado?"
"cannot be displayed inline because its type is not supported by the browser.","no se puede mostrar en línea porque su tipo no es soportado por el navegador."
"cannot be displayed inline becuase its type is not supported by the browser","no se puede mostrar en línea porque su tipo no es soportado por el navegador"
"cannot be displayed inline becuase its type is not supported by the browser.","no se puede mostrar en línea porque su tipo no es soportado por el navegador."
capsule,cápsula
cash,efectivo
category,categoría
change,cambiar
check,comprobar
"checkbox list","Lista de Selecciones"
"checkbox w/ text","Casilla con Texto"
