constant_name,definition
Syncope,"Síncope "
"Syndromic Surveillance","Vigilancia de Síndrome"
"Syndromic Surveillance - Non Reported Issues","Vigilancia síndrome - Sin problemas notificados"
"Syndromic Surveillance Report","Reporte de vigilancia de Sindromes"
"Synovitis, impingement, bursitis","Sinovitis, pinzamiento, bursitis "
System,Sistema
"System ID","ID del sistema"
T,T
T.V.,T.V.
TIA,TIA
TIN,TIN
TM'S:,TM'S:
"TMs/EAMs/EE, ext nose","TMs/EAMs/EE, ext nariz"
TO,PARA
TODAY,HOY
TO_CITY,PARA_CIUDAD
TO_FAX,PARA_FAX
TO_FNAME,PARA_NOMBRE
TO_LNAME,PARA_APELLIDO
TO_MNAME,PARA_SEGUNDONOMBRE
TO_ORGANIZATION,"PARA_ORGANIZACIÓN "
TO_POSTAL,PARA_POSTAL
TO_STATE,PARA_ESTADO
TO_STREET,PARA_CALLE
TO_TITLE,"PARA_TÍTULO "
TO_VALEDICTORY,"PARA_DESPEDIDA "
TTS,TTS
Table,Tabla
"Table creation failed","La creación de la tabla falló "
"Table update failed","La actualización de la tabla falló "
Tagalog,Tagalog
Take,Tomar
"Take Insurance, from Drop Down","Escoger seguro, en el desplegable"
"Take Payment From, from Drop Down","Escoger forma de pago, en el desplegable"
Takeback,Recogida
"Takes long","Toma tiempo"
"Tall Navigation Area","Altura del área de navegación"
"Target Date","Fecha límite"
"Target/Action Groups","Objetivo/Grupos de Acción"
"Tax ID",N.I.F./C.I.F.
"Tax Rate","Tasa de Impuestos"
Taxes,Impuestos
Taxes:,Impuestos
Taxonomy,"Taxonomía "
Td,TD
Teaching,Docencia
"Team Injury Overview","Descripción de lesión del equipo "
"Team Roster","Lista del Equipo "
"Team Roster View","Ver Lista de Equipo "
Team/Squad,Equipo/Plantilla
Tel,Tel
"Telephone Country Code","Código País telefónico"
Temp,Temp
"Temp Location","Temperatura tomada en"
"Temp Method","Método para Temperat."
Temperature,Temperatura
Template,Plantilla
"Template Name","Nombre de Plantilla "
"Template names cannot start with numbers.","Los nombres de la plantilla no pueden comenzar con números. "
Template:,"Plantilla: "
Templates,Plantillas
"Temporal Artery","Arteria temporal"
"Tendon injury","Daño al tendón"
"Tendonitis / osis / bursitis","Tendonitis / osis / bursitis"
"Tentative Invoice Ref No","Núm Ref Tentativo de Factura"
Terciary,Terciaria
"Termination of Pregnancy","Terminación del embarazo"
Tertiary,Terciario
"Tertiary Insurance","Seguro Terciario"
"Tertiary Insurance Data","Datos del Seguro Terciario"
"Tertiary Insurance provider","Proveedor terciario del seguro "
"Test Scheduling","Programación de Prueba"
"Test System","Sistema de exámenes"
Text,Texto
"Text Diagnosis","Texto Diagnóstico "
"Text field","campo texto"
Text-date,"Fecha del texto"
Textarea,"Area de texto"
Textbox,"Cuadro de texto"
"Textbox list","Lista del cuadro de texto"
Thai,Tailandés
"Thank You",Gracias
"Thank you for choosing","Gracias por elegir"
"The 'Clear' button will remove all annotations.","El botón 'Limpiar' eliminará todas las anotaciones."
"The Administator",Administrador
"The Administrator","La/el Administrador"
"The Apache SSL server certificate and public key","Llave publica y Certificado del Servidor Apache SSL"
"The Certificate Authority certificate","El certificado de Autoridad Certificada"
"The Source and Date columns are copied from the first page, so normally you will not need to touch those.  You can put a payment amount in the Pay column, an adjustment amount in the Adjust column, or both.  You can also click the ""W"" on the right to auto","Las columnas de la fuente y de fecha se copian de la primera página, por lo que normalmente no será necesario que los toque. Usted puede poner una cantidad del pago en la columna de pagos, una cantidad de ajuste en la columna de ajuste, o ambas. Puede también hacer clic en "" W"" a la derecha de computar automáticamente un ajuste valorar que escriba del resto de la carga para esa línea artículo."
"The X12 files as well as the resulting HTML output reports are archived in the ""era"" subdirectory of the main OpenEMR installation directory.  You will want to refer to these archives from time to time.  The URL is ","Los ficheros X12, así como la salida de informes HTML resultantes son archivados en el subdirectorio -era- del directorio principal de la instalación de OpenEMR. Si quiere hacer referencia a estos ficheros de vez en cuando. La URL es "
"The above statement failed","Falló la declaración anterior"
"The claim file: ","El fichero de ación: "
"The corresponding private key","La llave privada correspondiente"
"The destination form was closed","El formulario de destino está cerrado"
"The destination form was closed; I cannot act on your selection.","El formulario de destino estaba cerrado. No puedo actuar en su selección. "
"The event(s) have been approved.","El evento(s) han sido aprobadas. "
"The event(s) have been hidden.","Se han ocultado el evento(s)."
"The exported data appears in the text area below.  You can copy and paste this into an email or to any other desired destination.","Los datos exportados aparece en el área de texto a continuación. Puede copiarla y pegarla en un mensaje de correo electrónico o cualquier otro destino."
"The exported data appears in the text area below. You can copy and paste this into an email or to any other desired destination.","Los datos exportados aparecen en el área de texto de abajo. Puede copiar y pegar en el mail o cualquier otro destino deseado."
"The file could not be saved to CouchDB.","El no puede salvarse en CouchDB."
"The file could not be succesfully renamed, this error is usually related to permissions problems on the storage system.","El fichero puede no estar correctamente renombrado, este error está normalmente relacionado con problemas de permiso en el sistema de almacenamiento."
"The file could not be succesfully stored, this error is usually related to permissions problems on the storage system","El fichero no ha sido archivado correctamente"
"The first step is to open an account with the Unified Medical Language System web site","El primer paso es abrir una cuenta en el sitio web Unified Medical Language System"
"The following EDI file has been uploaded","El siguiente fichero EDI ha sido subido"
"The following Emergency Login User is activated:","El inicio sesión de usuario de emergencia siguiente esta activado:"
"The following calendar event has been added:","Los siguientes eventos del calendario, se ha añadido: "
"The following calendar event has been modifed:","Los siguientes eventos del calendario ha sido modificada: "
"The following categories will be removed from your category List","Las siguentes categorías serán eliminadas de su lista de categorías"
"The following database release is currently installed","La siguiente versión de la base de datos está actualmente instalada"
"The following errors occurred","Los errores siguientes ocurrieron "
"The following fields are required","Los campos soguientes son requeridos"
"The following fields have to be filled to send request.","Los siguientes campos tienen que estar rellenos para enviar la solicitud."
"The hostname of the ATNA audit repository machine.","Nombre del Host de la máquina repositoria auditoría ATNA"
"The initial window is the invoice search page.  At the top you may enter a source (e.g. check number), pay date and check amount.  The reason for the source and pay date is so that you don't have to enter them over and over again for each claim.  The amou","La pantalla inicial es la página de búsqueda de la factura. En la parte superior puede introducir un dato (ej. número de cheque), fecha de pago e importe del cheque. El motivo del dato y la fecha de pago es para que no tenga que introducir una y otra vez para cada reclamo. La cantidad que usted introduzca será disminuido por cada factura que tenga pago parcial, y se espera que acabará en cero cuando haya terminado."
"The installation directory needs to be created.","Se necesita crear directorio de instalacion"
"The installed version and the staged files are the same.","La versión instalada y los ficheros preparados son iguales."
"The installed version is a more recent version than the staged files.","La versión instalada es más reciente que los ficheros preparados."
"The label that appears to the user on the form","La etiqueta que se muestra al usuario en el formulario "
"The length should not exceed the following number of characters","La longitud no debe exceder el siguiente número de caracteres"
"The new category will be a sub-category of ","La nueva categoría será una subcategoría de "
"The new password can not be the same as the current password.","La nueva contraseña no puede ser la misma que la actual."
"The new password fields are not the same.","Las contraseñas no son iguales"
"The number of staged files is incorrect. Only place the files that you wish to install/upgrade to.","El número de ficheros preparados es incorrecto. Sólo coloque los ficheros que quiera instalar/actualizar."
"The page will be redirected to Demographics. You can edit the country field and clickthrough to NewCrop again.","La página será redirigida a demográficos. Puede editar el campo de país y click a través de NewCrop de nuevo."
"The password must be at least eight characters, and should","La contraseña debe tener al menos ocho caracteres, y debe"
"The patient record request has been recorded.","La solicitud de registro del paciente ha sido registrada."
"The patient reminders have been sent","Los recordatorios del paciente han sido enviados"
"The patient reminders have been updated","Los recordatorios del paciente han sido actualizados"
"The payments posted cannot go below this date.This ensures that after taking the final report nobody post for previous dates.","Los pagos enviados no pueden ser antes de esta fecha. Esto asegura que después del informe final nadie puede enviar fechas anteriores."
"The raw data feed release can be obtained from","Los datos crudos pueden obtenerse de:"
"The remaining information below applies only if you are posting manually, or if you are doing manual corrections.","La información restante abajo se aplica solamente si usted está fijando manualmente, o si usted está haciendo correcciones manuales. "
"The requested document is not present at the expected location on the filesystem or there are not sufficient permissions to access it.","El documento solicitado no está presente en el lugar previsto en el sistema de ficheros o no hay suficientes permisos para acceder a ella. "
"The staged files release dates are not all from the same release.","La versión de todos los ficheros preparados no es la misma."
"The staged files revisions are not all from the same release.","La revisión de todos los ficheros preparados no es la misma."
"The time granularity of the calendar and the smallest interval in minutes for an appointment slot.","La división temporal del calendario y el menor intervalo en minutos para una ranura de cita."
"The translated Title that will appear in current language","El título traducido que aparecerá en lengua actual"
"The translated label that will appear on the form in current language","La etiqueta traducida que aparecerá en la forma en lengua actual"
"The translation of description in current language","La traducción de descripción en lengua actual"
"The translation tables are synchronized.","La tabla de traducción está sincronizada"
"The type of this entity","Tipo de esta entidad"
"The vendor-specific code identifying this procedure or result","El código de identificación específico del proveedor de este procedimiento o el resultado"
"The zip file will contain the following items","El file comprimido ha de contener los siguientes items"
Theme,Tema
"Therapeutic Injections","Inyecciones Terapéuticas"
"There are",Existen
"There are currently no prescriptions","Actualmente no hay recetas"
"There are errors with your submission.  These are outlined below.","Hay errores con su sumisión. estos se contornean abajo. "
"There are no New Submissions","No hay nuevas sumisiones"
"There are no charts checked out.","No hay registros sacados"
"There are no disclosures recorded for this patient.","No hay revelaciones de info grabadas para este paciente."
"There are no notes on file for this patient.","No hay notas en el file para este paciente"
"There are no transactions on file for this patient.","No hay transacciones archivadas para ese paciente"
"There has been a mail error sending to","Se ha producido un error al enviar correo a "
"There is already a category named","Ya existe una categoria nombrada"
"There is already a subcategory named","Ya existe una subcategoria nombrada"
"There is already an instance of this form in this visit. Cancel if you do not want another!","Ya hay una Forma de este tipo en la visita. Cancele para no duplicarla"
"There is already an item named","Ya existe un item nombrado"
"There is already an open patient record request.","Ya está abierto el registro de paciente solicitado."
"There is no COA entry for AR account ","No hay entrada de COA para la cuenta de AR "
"There is no COA entry for cash account ","No hay entrada de COA para la cuenta de efectivo"
"There is no COA entry for income account ","No hay entrada de COA para la cuenta de ingresos "
"There is no current patient","El paciente actual no existe"
"There is no match for invoice id","No hay identificacion igual de la factura "
"There is no match for invoice id = ","No hay identificacion igual de la factura ="
"There is no parts entry for services ID ","No hay partes de entrada para los servicios de identificación "
"There was an error while processing your request.","Se ha producido un error mientras se procesaba su solicitud. "
"These are the 2012 links","Estos son los enlaces de 2012"
"Thickened Right:","Espesado a la derecha: "
Thigh,Muslo
"Thigh + hamstring","Muslo + tendón de la corva"
"Things that back office can read and enter but not modify","Cosas que la oficina trasera puede leer y entrar pero no modificar "
"Things that back office can read and modify","Things that back office can read and modify"
"Things that clinicians can read and enter but not modify","Cosas que los clínicos pueden leer y entrar pero no modificar "
"Things that clinicians can read and modify","Cosas que los clinicos pueden leer y modificar"
"Things that front office can read and enter but not modify","Cosas que la oficina central puede leer y entrar pero no modificar "
"Things that front office can read and modify","Cosas que la oficina central puede leer y modificar "
"Things that physicians can read and enter but not modify","Cosas que los médicos pueden entrar y leer pero no modificar "
"Things that physicians can read and modify","Cosas que los médicos pueden leer y modificar "
Third,Tercera
"This Calendar Year","Este año de calendario"
"This Encounter","Esta visita"
"This Month to Date","Este mes a fecha"
"This Week to Date","Esta semana a fecha"
"This action CANNOT be undone.","Esta acción NO SE PUEDE deshacer. "
"This action cannot be undone.","Esta acción no se puede deshacer. "
"This action will be logged","Esta acción se registrará"
"This appointment slot is already used, use it anyway?","El espacio para la cita está ocupado, ¿usarlo de todas formas?"
"This appointment slot is not available, please choose another.","Este espacio para cita no está disponible, por favor elegir otro."
"This claim has been canceled.","Este reclamo ha sido cancelado."
"This claim has been closed.","La reclamación ha sido cerrada."
"This claim has been denied.Reason:-","La reclamación ha sido denegada. Razón:-"
"This claim has been forwarded to next level.","La reclamación ha sido enviada a otro nivel"
"This code type does not accept relations.","Este tipo de código no acepta las relaciones. "
"This context contains categories, which will be deleted. Do you still want to continue?","Este contexto contiene categorias, las cuales serán borradas. ¿Quiere continuar?"
"This determines how appointments display on the calendar.","Esto determina como se visualizarán las citas en el calendario."
"This determines which color schema used for appointment","Esto determina como será el esquema de color usado para las citas"
"This encounter has been billed. If you need to change it, it must be re-opened.","Esta visita ha sido facturada. Si necesita cambiarlo, debe ser re-abierta."
"This feature is not yet available","Esta caracteristica ya no está disponible"
"This feature is very experimental and not fully tested. Use at your own risk!","Este atributo es experimental y no probado. Use a riesgo propio."
"This invoice number has been changed to ","Este número de factura se ha cambiado a "
"This module is in test mode. The database will not be changed.","Este módulo está en modo de prueba. La base de datos no será cambiada. "
"This module promotes efficient entry of EOB data.","Este módulo promueve la entrada eficiente de los datos de EOB. "
"This page allows you to review each of the supported external dataloads that you can install and upgrade. Each section below can be expanded by clicking on the section header to review the status of the particular database of interest.","Esta página le permite revisar cada uno de los dataloads externos compatibles que puede instalar y actualizar. Cada sección de abajo se puede ampliar haciendo clic en la cabecera de sección para revisar el estado de interés de la bbdd."
"This page will inline include the login page, so that we do not have to click relogin every time.","En esta página se incluye en línea la página de inicio de sesión, de modo que no tenemos que hacer clic en iniciar la sesión cada vez."
"This patient ID is already in use!","Este Nº Identificación de paciente ya está en uso! "
"This patient has no activity.","Este paciente no tiene ninguna actividad. "
"This product allows only one lot per warehouse.","Este producto solo permite un lote por deposito"
"This report currently only works for ICD9 codes.","Este informe actualmente sólo funciona para códigos ICD9."
"This step will generate a file which you have to save for future use. The file cannot be generated again. Do you want to proceed?","Este paso generará un fichero el cual salvará para uso futuro. El fichero no se puede generar de nuevo. ¿Quiere proceder?"
"This user is not a member of any group","Este usuario no es miembro de ningún grupo "
"This visit begins new contraceptive use","Esta visita comienza nuevo uso anticonceptivo "
"This visit will need a GCAC form, referral or procedure service.","Esta visita necesitará un formulario GCAC, derivación o procedimiento de servicio."
"This was the older metric-only Vitals form, now deprecated.","Esta fue la métrica más antigua de formularios de constantes vitales, ahora en desuso."
"This will activate the CCR(Continuity of Care Record) and CCD(Continuity of Care Document) reporting.","Esto activará informes CCR(Continuity of Care Record) y CCD(Continuity of Care Document)"
"This will allow selection of the debugging ('dummy') language.","Esto permitirá la selección de la depuración ('dummy') de idioma."
"This will create a backup in tar format and then send it to your web browser so you can save it","Esto creará un backup en formato tar y luego lo envia a su navegador web para que lo pueda guardar "
"This will deactivate document the encryption and decryption features, and hide them in the UI.","Esto desactivará las características de encriptación/desencriptación del documento, y lo ocultará en el UI."
"This will force the Billing Widget in the Patient Summary screen to always be open.","Esto forzará el widget de facturación en la pantalla resumen del paciente para que se abra siempre."
"This will not prevent you from going to the e-Prescriptions site.","Esto no le impiderá ir al sitio de recetas electrónicas."
"This will use the custom immunizations list rather than the standard CVX immunization list.","Esto usará la lista de vacunación personalizada en lugar de la lista de vacunación estándar CVX."
"Thoracic spine","Espina dorsal torácica"
"Thorax ",Tórax
Thous/CU.MM,Miles/CU.MM
Throat,"Garganta "
"Throat Cancer","Cáncer de Garganta "
"Throat Cancer Surgery","Cirugía del Cáncer de Garganta "
Thrombosis/Stroke,Trombosis/Apoplejía
Thu,Jueves
Thurdsay,Jueves
Thursday,Jueves
"Thyroid Problems","Problemas de la Tiroides "
"Thyroid normal","Tiroides normal"
Time,Hora
"Time Display Format","Formato visualización de hora"
"Time Increment for Add (minutes 1-60)","Incremento de tiempo para agregar (minutos 1-60) "
"Time selection","Seleccion de tiempo"
"Time slot is open, saving event","La ventana de tiempo está abierta, salvando evento"
"Timed event","Evento con horario"
"Times array (N/A)","Matriz tiempos (NO APLICABLE)"
"Timestamp and Text",Fecha/Detalle
Tinnitus,Tinnitus
Title,Titulo
"Title V","Titulo V"
Title:,Título
"TitleCols must be a number between 1 and 999","Cols título debe ser un número entre 1 y 999 "
Titles,"Títulos "
To,A
"To Affected Area","Al área afectada"
"To Billing View","A vista de facturación"
"To Clinical View","A vista clínica"
"To Dems","Ir Demograf. "
"To Disable HTTPS, comment the above lines in Apache configuration file and restart Apache server.","Para deshabilitar HTTPS, comente en lineas de arriba en el file de configuracion de Apache y reiniciar el servidor Apache"
"To Disable client side SSL certificates, comment above lines in Apache configuration file and set","Para deshabilitar certificado del cliente SSL, comente en lineas de arriba en la configuracion del file Apache y configurar"
"To Enable Client side SSL certificates authentication, HTTPS should be enabled.","Para habilitar lado del cliente con certificados de Autenticacion SSL, debe habilitarse HTTPS"
"To Enable only HTTPS, perform the above changes and restart Apache server. If you want to configure client side certificates also, please configure them in the next section.","Para solo habilitar HTTPS, ejecute los cambios mencionados y reinicie el servidor Apache"
"To Enctr","Para Enctr"
"To History","A historia"
"To Issues","Para cuestiones "
"To Skin","Para la piel "
"To add notes, please click ","Favor Selecciona para agregar notas"
"To add notes, please click here","Para añadir notas, por favor haga click aquí"
"To automatically open the specified form. Some sports teams use football_injury_audit here.","Para abrir automáticamente el formulario específico. Algunos equipos deportivos usan aquí auditoria de fútbol."
"To copay","A copago"
"To ded'ble","Para ded'ble "
"To enable Client side ssl certificates","Para habilitar lado del cliente certificados SSL"
"To filter by sex","Para filtrar por sexo"
"To issues","A Condiciones"
"To link this encounter/consult to an existing issue, click the ","Para ligar este encuentro/consulta a un asunto existente, pinche el"
"To link this encounter/consult to an existing issue, click the desired issue above to highlight it and then click [Save]. Hold down [Ctrl] button to select multiple issues.","Para vincular esta visita con una condición médica existente, seleccione la condición para destacarla y oprima [Guardar]. Oprima el botón [Ctrl] para seleccionar múltiples condiciones."
"To record disclosures, please click","Para grabar revelaciones de info, por favor click"
"To setup https access with client certificate authentication, do the following","Para configurar el acceso https con autenticación de certificados de cliente, haga lo siguiente"
To:,A
"To: ",Hasta:
Tobacco,Tabaco
"Tobacco Cessation Intervention","Intervención para dejar el tabaco"
"Tobacco Cessation Intervention (CQM)","Intervención para dejar el tabaco (GCC)"
"Tobacco Use Assessment","Evaluación consumo tabaco"
"Tobacco Use Assessment (CQM)","Evaluación consumo tabaco (GCC)"
"Tobacco use","Consumo de tabaco "
Today,Hoy
"Today's Balance","Balance actual"
"Today's Charges","Cargos actuales"
"Today's Date","Fecha de Hoy "
"Today's Events","Eventos de Hoy "
"Today`s Visit","Esta visita (hoy)"
Tonsillectomy,"Tonsilectomía "
Top,Superior
Topic,"Tema "
Total,Total
"Total  Charges","Cargos totales"
"Total - All","Total - Todos"
"Total Amount Paid","Cantidad total pagada "
"Total Charge","Total carga"
"Total Charges","Total de cargos "
"Total Charges This Visit","Total cargos de esta visita"
"Total Clients","Total de Clientes "
"Total Cost","Costo Total"
"Total Distribution for following check number is not full","La distribución total para los siguientes números de cheque es incompleta"
"Total Negatives","Total de negativos"
"Total No. of Pregnancies","Núm. total de embarazos"
"Total Number of Immunizations","NºTotal de vacunas"
"Total Number of Issues","NºTotal de incidencias"
"Total Number of Patients","Núm. total de clientes"
"Total Number of Patients :","Núm. total de clientes"
"Total Patient Balance","Saldo total de pacientes"
"Total Patients","Total Pacientes"
"Total Payments","Pagos Totales"
"Total Payments This Visit","Pago total en esta visita"
"Total Records Found","Total Registros Encontrados"
"Total SRH & Family Planning","Total  SSR y PF"
"Total Visit Charges","Cargos totales de la visita"
"Total active actions","Total acciones activas"
"Total active reminders after update","Total recordatorios activos después de actualizar"
"Total active reminders before update","Total recordatorios activos antes de actualizar"
"Total amount due","Total de cantidad adeudada"
"Total charges this visit","Total cargos de esta visita"
"Total failed reminders sent via email","Total recordatorios enviados vía email fallidos"
"Total failed reminders sent via phone","Total recordatorios enviados vía teléfono fallidos"
"Total for","Total para"
"Total for ","Total para"
"Total for category","Total para la categoría "
"Total inactivated reminders","Total recordatorios inactivos"
"Total new reminders","Total nuevos recordatorios"
"Total payments this visit","Pago total en esta visita"
"Total successful reminders sent via email","Total recordatorios enviados via email correctos"
"Total successful reminders sent via phone","Total recordatorios enviados via teléfono correctos"
"Total unchanged reminders","Total de recordatorios sin cambios"
"Total unsent reminders after sending process","Total recordatorios no enviados después del proceso de envío"
"Total unsent reminders after update","Total recordatorios no enviados después de actualizar"
"Total unsent reminders before sending process","Total recordatorios no enviados antes del proceso de envío"
"Total unsent reminders before update","Total recordatorios no enviados antes de actualizar"
"Total updated reminders","Total recordatorios actualizados"
Totals,Totales
"Totals for","Total para"
"Totals for ","Total para"
"Training Type","Tipo de Entrenamiento "
Transact,Referencias
Transaction,Transacción
"Transaction Type","Tipo de transacción"
"Transaction failed, insufficient quantity in destination lot","Transaccion fallida, cantidad insuficiente en lote de destino"
"Transaction failed, quantity is less than zero","Transaccion fallida, cantidad es menor de cero"
Transactions,Transacciones
"Transactions (write optional)","Transacciones (escriba opcional) "
"Transactions Type","Tipo de transacciones"
Transactions/Referrals,"Transacciones/Derivados "
"Transdermal Patch (1 month)","Parche transdérmico (1 mes)"
Transfer,Transferencia
"Transfer failed, insufficient quantity in source lot","Transferencia fallida, cantidad insuficiebnte el el lote de fuente"
Transfers,Transferencias
Transgender,Transgénero
Transition,Transición
"Transition/Transfer of Care?","¿Transición/Transferencia de cuidados?"
"Translate Access Control Groups","Traducir Grupos de Control de Acceso"
"Translate Appointment Categories","Traducir Categorías de Citas"
"Translate Document Categories","Traducir Categorías de Documento"
"Translate Layouts","Traducir Diseños"
"Translate Lists","Traducir Listas"
"Translate Patient Note Titles","Traducir título de notas de paciente"
Translation,Traducción
"Translation (?)","Traducción (?)"
Translations,Translacones
Trauma,Trauma
Treatment,Tratamiento
"Treatment Goals","Objetivos de Tratamiento "
"Treatment Plan","Plan de Tratamiento "
"Treatment for cervical cancer","Tratamiento para cáncer cerviciouterino"
Treatment:,Tratamiento
"Treatment: ","Tratamiento: "
Trend,Tendencia
"Tried unsuccessfully to have a child for a year or more","Trató infructuosamente de tener un hijo por un año o más"
"Trigger point / compartment syndrome / DOMS / cramp","Punto de activación / síndrome compartimental / DOM / calambres "
Trimalleolar,Trimalleolar
"Trunk and abdomen","Tronco y abdomen "
Tuberculosis,Tuberculosis
Tue,Martes
"Tues &amp; Thur","Martes y Jueves "
Tuesday,Martes
Tumour,Tumor
Turkish,Turco
"Tympanic Membrane","Membrana timpánica"
Type,Tipo
"Type Id or Name.3 characters minimum (including spaces).","Teclee ID o nombre. Mínimo 3 caracteres (incluyendo espacios)."
"Type Your message here","Teclee su mensaje aquí"
"Type of Disclosure","Tipos de revelación de info"
"Type of Events","Tipo de Eventos"
"Type of Visit","Tipo de visita"
"Type of columns displayed for patient search results","Teclee columnas mostradas en los resultados de búsqueda de pacientes"
"Type of screen layout","Tipo de diseño de pantalla"
"Type or scan the patient identifier here","Tipee o escanee el identificador del paciente aquí"
Type:,Tipo
"Types of Orders and Results","Tipo de Ordenes y Resultados"
"Types of Orders, Results and Recommendations","Tipo de Ord/Res y Recomendaciones"
"UCSMC codes provided by the University of Calgary Sports Medicine Centre","Códigos UCSMC provistos por el centro de Medicina del Deporte de la Universidad de Calgary"
UNDISTRIBUTED,"SIN DISTRIBUIR"
"UNSUPPORTED database load file","Fichero de carga NO SOPORTADO por la bbdd"
UOR,UOR
UPGRADE,ACTUALIZACIÓN
UPIN,UPIN
UPIN:,UPIN:
URL,URL
"URL for OpenEMR support.","URL para soporte OpenEMR"
"URL for Phone Gateway. Automated VOIP service provided by Maviq. Please visit http://signup.maviq.com for more information.","URL para puerta de enlace telefónico. Servicio automático de VOIP desarrollado por Maviq. Por favor visite http://signup.maviq.com para más información."
UTIs,"Infec. tracto urinario"
Ukrainian,Ucraniano
Ulcerations,"Ulceraciones "
"Ulcerative Colitis","Colitis ulcerosa "
Ulcers:,Úlceras
"Ultrasonography ",Ultrasonografía
"Unable to create","No se puede crear"
Unapplied,"No aplicado"
Unassigned,"No asignado"
Unauthorized,"No autorizado"
"Unauthorized access to ePrescription","Acceso no autorizado a ePrescripción"
"Unauthorized access.","Acceso no autorizado. "
"Unavailable at Clinic","No disponible en clínica"
Unbilled,"No facturado"
"Unbilled Only","no facturado solamente"
Uncategorized,"Categoría no asignada"
Underweight,"De peso insuficiente "
Undiagnosed,"Sin diagnosticar "
Undistributed,"Sin distribuir"
"Undistributed is","No es distribuido"
"Undo Checkout","Deshacer cierre visita"
Unemployed,Desempleado
"Unique Clients","Clientes únicos (no repetidos)"
"Unique New Clients","Clientes únicos nuevos"
"Unique Returning Clients","Clientes únicos que regresan"
"Unique SP","Pactes.únicos vistos"
"Unique Seen Patients","Unicos Pacientes Vistos"
"Unique Seen Patients Report","Informe de unicos pacientes vistos"
"Unique human-readable identifier for this type","Identificador para este tipo sólo legible por humanos"
"Unique numeric identifier for this type","Identificador para este tipo sólo numérico"
Unit,Unidad
Units,Unidades
"Units for Visit Forms","Unidades de formularios de visita"
"Units must be a number","Unidades deben ser un numero"
"Units not defined","Unidades no definidas"
Units/L,Unidades/L
University,Universidad
Unknown,"No asignado"
"Unknown if ever smoked","Desconoce si ha fumado alguna vez"
"Unknown or N/A","Desconocidos o N/A"
"Unnamed insurance company","Sociedad Médica sin nombre "
Unregistered,"No registrado"
"Unselect All","Desmarcar todos "
Unselected,Desmarcado
Unspecified,"No especificado"
"Unspecified - No Reason Provided","No especificada - No se dio una razón"
"Unspecified Type of Abortion","Tipo de aborto no especificado"
"Untimely filing","Presentación extemporánea "
Unused,"No utilizados "
"Up to",Hasta
"Up to:",Hasta
"Upcoming Appointments","Citas próximas"
"Upcoming Events","Próximos Eventos "
Update,"Actualizar "
"Update Active","Actualizacion activa"
"Update Info","Actualizar Informacion"
"Update List","Actualizar lista"
"Update Provider Number","Actualizar numero de proveedor"
"Update Selected Items","Actualizar items seleccionados"
"Update User Information","Actualizar informacion de usuario"
"Update files","Actualizar archivos"
"Update the following variables in file","Actualizar las siguientes variables en el file"
"Updating demographics is not authorized.","Updating demographics is not authorized."
"Updating global configuration defaults","Actualizando la configuración global predeterminada"
"Updating version indicators","Actualizando indicadores de versión"
Upgrade,Actualizar
"Upgrade Database","Actualizar BBDD"
"Upgrades the OpenEMR database to include Procedures, Functions and tables needed for De-identification process","Actualización de base de datos OpenEMR para incluir procedimientos, funciones y tablas necesarias para el proceso de De-identificación."
"Upgrading will continue","la actualización continuará"
Upload,Carga
"Upload Document","Cargar documento"
"Upload Image to","Adjuntar imagen a"
"Upload Report","Upload Report"
"Upload configuration data","Cargar datos de configuración"
"Upload failed!","Carga del documento fallo"
"Upload import file:","Subrir archivo de importación: "
"Upload this file:","Subir este archivo: "
"Upon clicking an invoice number the ""manual posting window"" appears. Here you can change the due date and notes for the invoice, select the party for whom you are posting, and select the insurances for which all expected paymants have been received.  Most","Al hacer clic en un número de factura el ""manual de desplazamiento ventana"" aparece. Aquí puede cambiar la fecha de vencimiento y toma nota de la factura, para seleccionar la parte a quien se le envío por correo, y seleccione los seguros para que todos esperemos los pagos se han recibidos. Lo que es más importante, para cada código de facturación para los que fue acusado una cantidad, puede introducir la información de pago y el ajuste."
"Upon searching you are presented with a list of invoices.  You may click on one of the invoice numbers to open a second window, which is the data entry page for manual posting.  You may also click on a patient name if you want to enter a note that the fro","Tras la búsqueda se le presenta con una lista de las facturas. Puede hacer clic en uno de los números de la factura para abrir una segunda ventana, que es la página de entrada de datos manual de desplazamiento. También puede hacer clic sobre el nombre de un paciente si desea escribir una nota que la oficina de personal se verá cuando el paciente en los controles, y usted puede seleccionar que aparezca en las facturas del paciente declaraciones e imprimir esas declaraciones. "
"Upper arm","Parte superior del brazo"
Urgency,"Urgencia "
Urgency:,Emergencia
Urine,Orina
"Urine Dribbling","Goteo de Orina "
"Urine Frequency","Frecuencia de la Orina "
"Urine Hesitancy","Vacilación de la Orina "
"Urine Microalbumin","Microalbúmina de la orina"
"Urine Stream","Flujo de Orina "
"Urine Test for HIV","Prueba de orina para VIH"
"Urine Urgency","Urgencia de la Orina "
"Urography ",Urografía
Urology,Urología
"Urology Basic History","Historia básica de urología"
"Urology Tests","Test urológico"
"Usage Indicator (ISA15)","Indicador de uso (ISA15)"
"Use % alone in a field to just sort on that column","Use % solo en un campo para ordenar por esa columna"
"Use 24 hour time format?","Utilice el formato de 24 horas? "
"Use Charges Panel","Usar panel de cargos"
"Use Custom Immunization List","Usar lista personalizada de vacunación"
