,constant_name,definition,IPPF_Spanish (proposed),Same as Def?,Notes,source,openemr,test,spanish,argentina,panama,haiti,,0,TEST,KEVIN or ANA
4900,Psychiatric Examination,Examinación psiquiátrica ,Examinación psiquiátrica ,1,,openemr,NULL,NULL,NULL,NULL,NULL,NULL,1,0,0,0
4901,Psychiatric History,Historia Psiquiátrica ,Historia Psiquiátrica ,1,,openemr,NULL,NULL,NULL,NULL,NULL,NULL,1,0,0,0
4902,Psychiatric Intake,Producto Psiquiátrico ,Producto Psiquiátrico ,1,,openemr,NULL,NULL,NULL,NULL,NULL,NULL,1,0,0,0
4903,Psychiatric Medication,Medicación Psiquiátrica ,Medicación Psiquiátrica ,1,,openemr,NULL,NULL,NULL,NULL,NULL,NULL,1,0,0,0
4904,Pt %,Pt %,Pt %,1,,openemr,NULL,NULL,NULL,NULL,NULL,NULL,1,0,0,0
4905,Pt Notes,Pt Notas,Pt Notas,1,,openemr,NULL,NULL,NULL,NULL,NULL,NULL,1,0,0,0
4906,Pt Notes/Auth,Notas/Autorizaciones,Notas/Autorizaciones,1,,test,Pt Notas/Autorización,Notas/Autorizaciones,NULL,NULL,NULL,NULL,1,0,1,0
4907,Pt overpaid,Pt en exceso,Pt en exceso,1,,openemr,NULL,NULL,NULL,NULL,NULL,NULL,1,0,0,0
4908,Pt Paid,Pt Pagado,Pt Pagado,1,,openemr,NULL,NULL,NULL,NULL,NULL,NULL,1,0,0,0
4909,Pt Rec Request,Solicitud Registro Pacienten,Solicitud Registro clienten,0,,openemr,NULL,NULL,NULL,NULL,NULL,NULL,1,1,0,0
4910,Pt refund,Pt Reembolso,Pt Reembolso,1,,openemr,NULL,NULL,NULL,NULL,NULL,NULL,1,0,0,0
4911,Pt released,Pt liberados,Pt liberados,1,,openemr,NULL,NULL,NULL,NULL,NULL,NULL,1,0,0,0
4912,Pt Report,Pt Informe,Pt Informe,1,,openemr,NULL,NULL,NULL,NULL,NULL,NULL,1,0,0,0
4913,"PT Student, or leave blank","PT Estudiante, o dejar en blanco","PT Estudiante, o dejar en blanco",1,,openemr,NULL,NULL,NULL,NULL,NULL,NULL,1,0,0,0
4914,PT_CITY,PT_CIUDAD,PT_CIUDAD,1,,openemr,NULL,NULL,NULL,NULL,NULL,NULL,1,0,0,0
4915,PT_DOB,PT_FDN,PT_FDN,1,,openemr,NULL,NULL,NULL,NULL,NULL,NULL,1,0,0,0
4916,PT_FNAME,PT_NOMBRE,PT_NOMBRE,1,,openemr,NULL,NULL,NULL,NULL,NULL,NULL,1,0,0,0
4917,PT_LNAME,PT_APELLIDO,PT_APELLIDO,1,,openemr,NULL,NULL,NULL,NULL,NULL,NULL,1,0,0,0
4918,PT_MNAME,PT_NOMBRE,PT_NOMBRE,1,,openemr,NULL,NULL,NULL,NULL,NULL,NULL,1,0,0,0
4919,PT_POSTAL,PT_POSTAL,PT_POSTAL,1,,openemr,NULL,NULL,NULL,NULL,NULL,NULL,1,0,0,0
4920,PT_STATE,PT_ESTADO,PT_ESTADO,1,,openemr,NULL,NULL,NULL,NULL,NULL,NULL,1,0,0,0
4921,PT_STREET,PT_CALLE,PT_CALLE,1,,openemr,NULL,NULL,NULL,NULL,NULL,NULL,1,0,0,0
4922,Public,Público,Público,1,,openemr,NULL,NULL,NULL,NULL,NULL,NULL,1,0,0,0
4923,Public Health Service (PHS) or Other Federal Agency,Seguridad Social (SS) u otro organismo oficial,Seguridad Social (SS) u otro organismo oficial,1,,openemr,NULL,NULL,NULL,NULL,NULL,NULL,1,0,0,0
4924,Puerto Rican,Puertorriqueño,Puertorriqueño,1,,openemr,NULL,NULL,NULL,NULL,NULL,NULL,1,0,0,0
4925,Pulmonary,Pulmonar,Pulmonar,1,,openemr,NULL,NULL,NULL,NULL,NULL,NULL,1,0,0,0
4926,Pulse,Pulso,Pulso,1,,test,Pulso ,Pulso,NULL,NULL,NULL,NULL,1,0,1,0
4927,Punjabi,Penyabí,Penyabí,1,,openemr,NULL,NULL,NULL,NULL,NULL,NULL,1,0,0,0
4928,Purchase,Compra,Compra,1,,test,Comprar,Compra,NULL,NULL,NULL,NULL,1,0,1,0
4929,Purchase/Receipt,Compra/Recibo,Compra/Recibo,1,,panama,NULL,NULL,NULL,NULL,Compra/Recibo,NULL,1,0,0,0
4930,Purchase/Return,Compra/Devolución,Compra/Devolución,1,,openemr,NULL,NULL,NULL,NULL,NULL,NULL,1,0,0,0
4931,Purchases,Compras,Compras,1,,test,Adquisiciones,Compras,NULL,NULL,NULL,NULL,1,0,1,0
4932,P{{Justify Header}},,,1,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,0,0,0
4933,q.3h,q.3h,q.3h,1,,openemr,NULL,NULL,NULL,NULL,NULL,NULL,1,0,0,0
4934,q.4h,q.4h,q.4h,1,,openemr,NULL,NULL,NULL,NULL,NULL,NULL,1,0,0,0
4935,q.5h,q.5h,q.5h,1,,openemr,NULL,NULL,NULL,NULL,NULL,NULL,1,0,0,0
4936,q.6h,q.6h,q.6h,1,,openemr,NULL,NULL,NULL,NULL,NULL,NULL,1,0,0,0
4937,q.8h,q.8h,q.8h,1,,openemr,NULL,NULL,NULL,NULL,NULL,NULL,1,0,0,0
4938,q.d.,q.d.,q.d.,1,,openemr,NULL,NULL,NULL,NULL,NULL,NULL,1,0,0,0
4939,q.i.d.,q.i.d.,q.i.d.,1,,openemr,NULL,NULL,NULL,NULL,NULL,NULL,1,0,0,0
4940,QOH,Existencia a la fecha,Existencia a la fecha,1,QOH = Quantity on hand = Existencia a la fecha = ,test,QOH,Existencia a la fecha,NULL,NULL,NULL,NULL,1,0,1,1
4941,QOH is less than monthly usage,QOH es menor que el consumo mensual,QOH es menor que el consumo mensual,1,,openemr,NULL,NULL,NULL,NULL,NULL,NULL,1,0,0,0
4942,QTY,Cantidad,Cantidad,1,,openemr,NULL,NULL,NULL,NULL,NULL,NULL,1,0,0,0
4943,Qty,Cantidad,Cantidad,1,,openemr,NULL,NULL,NULL,NULL,NULL,NULL,1,0,0,0
4944,Qty.,Cantidad,Cantidad,1,,test,NULL,Cantidad,NULL,NULL,NULL,NULL,1,0,1,0
4945,Quality,Calidad,Calidad,1,,openemr,NULL,NULL,NULL,NULL,NULL,NULL,1,0,0,0
4946,Quality Measures (CQM),Medidas de calidad (GCC),Medidas de calidad (MCC),0,,openemr,NULL,NULL,NULL,NULL,NULL,NULL,1,1,0,0
4947,Quantity,Cantidad,Cantidad,1,,openemr,NULL,NULL,NULL,NULL,NULL,NULL,1,0,0,0
4948,Quantity for NDC,Cantidad para NDC,Cantidad para NDC,1,,openemr,NULL,NULL,NULL,NULL,NULL,NULL,1,0,0,0
4949,Quantity On Hand,Existencias,Existencias,1,,test,Cantidad En Mano,Existencias,NULL,NULL,NULL,NULL,1,0,1,0
4950,quantity seems unusable,cantidad parece inservible,cantidad parece inservible,1,,openemr,NULL,NULL,NULL,NULL,NULL,NULL,1,0,0,0
4951,Quarters,Trimestres,Trimestres,1,,test,NULL,Trimestres,NULL,NULL,NULL,NULL,1,0,1,0
4952,Question Mark,interrogante,interrogante,1,,openemr,NULL,NULL,NULL,NULL,NULL,NULL,1,0,0,0
4953,Queue for HCFA batch processing,HCFA cola de procesamiento por lotes ,HCFA cola de procesamiento por lotes ,1,,openemr,NULL,NULL,NULL,NULL,NULL,NULL,1,0,0,0
4954,Queue for HCFA batch processing and printing,HCFA cola de procesamiento por lotes y la impresión,HCFA cola de procesamiento por lotes y la impresión,1,,openemr,NULL,NULL,NULL,NULL,NULL,NULL,1,0,0,0
4955,Queue for UB-92 batch processing,Cola de la UB-92 del procesamiento por lotes,Cola de la UB-92 del procesamiento por lotes,1,,openemr,NULL,NULL,NULL,NULL,NULL,NULL,1,0,0,0
4956,Queue for UB-92 batch processing and printing,Cola de la UB-92 del procesamiento por lotes y la impresión,Cola de la UB-92 del procesamiento por lotes y la impresión,1,,openemr,NULL,NULL,NULL,NULL,NULL,NULL,1,0,0,0
4957,Queued,Cola,Cola,1,,openemr,NULL,NULL,NULL,NULL,NULL,NULL,1,0,0,0
4958,Queued Events Administration,Administración de Eventos en cola,Administración de Eventos en cola,1,,openemr,NULL,NULL,NULL,NULL,NULL,NULL,1,0,0,0
4959,Queued for,Cola para,Cola para,1,,openemr,NULL,NULL,NULL,NULL,NULL,NULL,1,0,0,0
4960,Queued Submissions Administration,Cola de Peticiones Administración ,Cola de Peticiones Administración ,1,,openemr,NULL,NULL,NULL,NULL,NULL,NULL,1,0,0,0
4961,Quit,Dejar,Dejar,1,,openemr,NULL,NULL,NULL,NULL,NULL,NULL,1,0,0,0
4962,Quit Alcohol,Dejar el alcohol,Dejar el alcohol,1,,openemr,NULL,NULL,NULL,NULL,NULL,NULL,1,0,0,0
4963,R,R,R,1,,openemr,NULL,NULL,NULL,NULL,NULL,NULL,1,0,0,0
4964,"RA for Patient, Encounter, or Trace",,,1,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,0,0,0
4965,Race,Raza,Raza,1,,openemr,NULL,NULL,NULL,NULL,NULL,NULL,1,0,0,0
4966,Race and Ethnicity,Raza y Etnia,Raza y Etnia,1,,openemr,NULL,NULL,NULL,NULL,NULL,NULL,1,0,0,0
4967,Race/Ethnicity,Raza/Etnia,Raza/Etnia,1,,panama,Raza/etnia,Raza/Etnia,NULL,NULL,Raza/Etnia,Raza,1,0,0,0
4968,Radio,Radio,Radio,1,,openemr,NULL,NULL,NULL,NULL,NULL,NULL,1,0,0,0
4969,Radio buttons,Botones de radio,Botones de radio,1,,openemr,NULL,NULL,NULL,NULL,NULL,NULL,1,0,0,0
4970,radiology,Radiología,Radiología,1,,test,NULL,Radiología,NULL,NULL,NULL,NULL,1,0,1,0
4971,Range,Rango,Rango,1,,openemr,NULL,NULL,NULL,NULL,NULL,NULL,1,0,0,0
4972,Rashes,Erupciones ,Erupciones ,1,,openemr,NULL,NULL,NULL,NULL,NULL,NULL,1,0,0,0
4973,Rate,Tasa,Tasa,1,,openemr,NULL,NULL,NULL,NULL,NULL,NULL,1,0,0,0
4974,Ratio,Proporcion,Proporcion,1,,openemr,NULL,NULL,NULL,NULL,NULL,NULL,1,0,0,0
4975,Raw Report,Informe sin procesar,Informe sin procesar,1,,openemr,NULL,NULL,NULL,NULL,NULL,NULL,1,0,0,0
4976,Re Identification,Re-Identificación,Re-Identificación,1,,openemr,NULL,NULL,NULL,NULL,NULL,NULL,1,0,0,0
4977,Re Identification Process is completed,Proceso Re-Identificación completado,Proceso Re-Identificación completado,1,,openemr,NULL,NULL,NULL,NULL,NULL,NULL,1,0,0,0
4978,Re Identification Process is ongoing,Proceso Re identificación en curso,Proceso Re identificación en curso,1,,openemr,NULL,NULL,NULL,NULL,NULL,NULL,1,0,0,0
4979,Re-identification files will be saved in,Ficheros de Re-identificación serán salvados en ,archivos de Re-identificación serán salvados en ,0,,openemr,NULL,NULL,NULL,NULL,NULL,NULL,1,1,0,0
4980,Re-Injury?,¿Misma lesión?,¿Misma lesión?,1,,openemr,NULL,NULL,NULL,NULL,NULL,NULL,1,0,0,0
4981,Re-Open,Abra de nuevo ,Abra de nuevo ,1,,openemr,NULL,NULL,NULL,NULL,NULL,NULL,1,0,0,0
4982,Re-opened,Volvió a abrir,Volvió a abrir,1,,openemr,NULL,NULL,NULL,NULL,NULL,NULL,1,0,0,0
4983,Reaction,Reacción,Reacción,1,,openemr,NULL,NULL,NULL,NULL,NULL,NULL,1,0,0,0
4984,Reactions,Reacciones,Reacciones,1,,test,reacciones,Reacciones,NULL,NULL,NULL,NULL,1,0,1,0
4985,Read,Leído,Leído,1,,openemr,NULL,NULL,NULL,NULL,NULL,NULL,1,0,0,0
4986,Real Name,Nombre real,Nombre real,1,,test,Nombre Real,Nombre real,NULL,NULL,NULL,NULL,1,0,1,0
4987,Real Name:,Nombre real,Nombre real:,0,,test,NULL,Nombre real,NULL,NULL,NULL,NULL,1,1,1,0
4988,Really delete,Realmente borrar,Realmente borrar,1,,openemr,NULL,NULL,NULL,NULL,NULL,NULL,1,0,0,0
4989,Reason,Razón,Razón,1,,openemr,NULL,NULL,NULL,NULL,NULL,NULL,1,0,0,0
4990,Reason Deceased,Motivo del fallecimiento,Motivo del fallecimiento,1,,openemr,NULL,NULL,NULL,NULL,NULL,NULL,1,0,0,0
4991,Reason for Death,Causa de fallecimiento,Causa de fallecimiento,1,,openemr,NULL,NULL,NULL,NULL,NULL,NULL,1,0,0,0
4992,Reason for Method Change,Razón de cambio de método,Razón de cambio de método,1,,test,NULL,Razón de cambio de método,NULL,NULL,NULL,NULL,1,0,1,0
4993,Reason for referral,Motivo de la remisión,Motivo de la remisión,1,,openemr,NULL,NULL,NULL,NULL,NULL,NULL,1,0,0,0
4994,Reason for Visit,Motivo de la Visita ,Motivo de la Visita ,1,,openemr,NULL,NULL,NULL,NULL,NULL,NULL,1,0,0,0
4995,Reason/Form,Razón/Forma,Razón/Forma,1,,test,Motivo / Forma,Razón/Forma,NULL,NULL,NULL,NULL,1,0,1,0
4996,Rec by Cashier,Diario de Caja,Diario de Caja,1,,panama,NULL,NULL,NULL,NULL,Diario de Caja,NULL,1,0,0,0
4997,Rec Summary,Resumen recibos,Resumen recibos,1,,test,NULL,Resumen recibos,NULL,NULL,NULL,NULL,1,0,1,0
4998,Receipt,Recibo,Recibo,1,,openemr,NULL,NULL,NULL,NULL,NULL,NULL,1,0,0,0
4999,Receipt for Payment,Recibo de Pago,Recibo de Pago,1,,openemr,NULL,NULL,NULL,NULL,NULL,NULL,1,0,0,0
5000,Receipt Generated,Recibo generado el,Recibo generado el,1,,test,Recibo generado,Recibo generado el,NULL,NULL,NULL,NULL,1,0,1,0
5001,Receipts,Entradas,Entradas,1,,panama,NULL,NULL,NULL,NULL,Entradas,NULL,1,0,0,0
5002,Receipts by Payment Method Report,Informe de Recibos por método de pago ,Informe de Recibos por método de pago ,1,,openemr,NULL,NULL,NULL,NULL,NULL,NULL,1,0,0,0
5003,Receipts Summary,Resumen de recibos/facturas,Resumen de recibos/facturas,1,,test,Resumen de Recibos,Resumen de recibos/facturas,NULL,NULL,NULL,NULL,1,0,1,0
5004,Receipts/Invoices by Payment Method,Recibos/Facturas por Método de Pago,Recibos/Facturas por Método de Pago,1,,panama,NULL,NULL,NULL,NULL,Recibos/Facturas por Método de Pago,NULL,1,0,0,0
5005,Received,Recibido,Recibido,1,,test,Recibido ,Recibido,NULL,NULL,NULL,NULL,1,0,1,0
5006,Received By,Recibido por,Recibido por,1,,panama,Recibido Por ,NULL,NULL,NULL,Recibido por,NULL,1,0,0,0
5007,Received Faxes,Faxes recibidos,Faxes recibidos,1,,openemr,NULL,NULL,NULL,NULL,NULL,NULL,1,0,0,0
5008,"Received, not reviewed",,,1,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,0,0,0
5009,Receiver,Receptor ,Receptor ,1,,openemr,NULL,NULL,NULL,NULL,NULL,NULL,1,0,0,0
5010,Receiver ID,Identificación del receptor ,Identificación del receptor ,1,,openemr,NULL,NULL,NULL,NULL,NULL,NULL,1,0,0,0
5011,Receiver ID (ISA08),Recibidor ID (ISA08),Recibidor ID (ISA08),1,,openemr,NULL,NULL,NULL,NULL,NULL,NULL,1,0,0,0
5012,Receiver ID Qualifier (ISA07),Calificador del recibidor ID (ISA07),Calificador del recibidor ID (ISA07),1,,openemr,NULL,NULL,NULL,NULL,NULL,NULL,1,0,0,0
5013,Receiver IDs,,,1,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,0,0,0
5014,Recent Menstrual History,Historia menstrual reciente,Historia menstrual reciente,1,,test,NULL,Historia menstrual reciente,NULL,NULL,NULL,NULL,1,0,1,0
5015,Recent three passwords are not allowed.,No se permiten las tres palabras claves recientes,No se permiten las tres palabras claves recientes,1,,openemr,NULL,NULL,NULL,NULL,NULL,NULL,1,0,0,0
5016,Recipient,Beneficiario,Beneficiario,1,,openemr,NULL,NULL,NULL,NULL,NULL,NULL,1,0,0,0
5017,Recipient List Is Empty,Lista de Beneficiarios vacía,Lista de Beneficiarios vacía,1,,openemr,NULL,NULL,NULL,NULL,NULL,NULL,1,0,0,0
5018,Recipient Name,Nombre destinatario,Nombre destinatario,1,,openemr,NULL,NULL,NULL,NULL,NULL,NULL,1,0,0,0
5019,Recipient of the Disclosure,Destinatario de la info,Destinatario de la info,1,,openemr,NULL,NULL,NULL,NULL,NULL,NULL,1,0,0,0
5020,Recipient required unless status is Done,,,1,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,0,0,0
5021,Recommendation,Recomendación,Recomendación,1,,openemr,NULL,NULL,NULL,NULL,NULL,NULL,1,0,0,0
5022,Recommendation For Follow Up,,,1,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,0,0,0
5023,Recommendations,Recomendaciones,Recomendaciones,1,,test,Recomendaciones ,Recomendaciones,NULL,NULL,NULL,NULL,1,0,1,0
5024,Recommendations and treatment,Recomendaciones y tratamiento,Recomendaciones y tratamiento,1,,test,Recomendaciones y el tratamiento ,Recomendaciones y tratamiento,NULL,NULL,NULL,NULL,1,0,1,0
5025,Recommendations by specialist,Recomendaciones del especialista ,Recomendaciones del especialista ,1,,openemr,NULL,NULL,NULL,NULL,NULL,NULL,1,0,0,0
5026,Record,Registro,Registro,1,,openemr,NULL,NULL,NULL,NULL,NULL,NULL,1,0,0,0
5027,Record already exist,Registro ya existe,Registro ya existe,1,,openemr,NULL,NULL,NULL,NULL,NULL,NULL,1,0,0,0
5028,Record and chart changes in vital signs.,Registro y gráfico de los cambios en las constantes vitales.,Registro y gráfico de los cambios en las constantes vitales.,1,,openemr,NULL,NULL,NULL,NULL,NULL,NULL,1,0,0,0
5029,Record demographics.,Registro demográficos.,Registro demográficos.,1,,openemr,NULL,NULL,NULL,NULL,NULL,NULL,1,0,0,0
5030,Record Disclosure,Grabar revelación info,Grabar revelación info,1,,openemr,NULL,NULL,NULL,NULL,NULL,NULL,1,0,0,0
5031,Record of Fitness,Registro de estado físico,Registro de estado físico,1,,openemr,NULL,NULL,NULL,NULL,NULL,NULL,1,0,0,0
5032,Record Payment,Pago de Registro ,Pago de Registro ,1,,openemr,NULL,NULL,NULL,NULL,NULL,NULL,1,0,0,0
5033,Record Request Date,Fecha registro de solicitud,Fecha registro de solicitud,1,,openemr,NULL,NULL,NULL,NULL,NULL,NULL,1,0,0,0
5034,Record smoking status for patients 13 years old or older.,Registro estado pacientes fumadores de 13 años o más,Registro estado clientes fumadores de 13 años o más,0,,openemr,NULL,NULL,NULL,NULL,NULL,NULL,1,1,0,0
5035,Records,Registros,Registros,1,,openemr,NULL,NULL,NULL,NULL,NULL,NULL,1,0,0,0
5036,Records Found,Expedientes Localizado,Expedientes Localizado,1,,test,NULL,Expedientes Localizado,NULL,NULL,NULL,NULL,1,0,1,0
5037,records found,registros encontrados,registros encontrados,1,,openemr,NULL,NULL,NULL,NULL,NULL,NULL,1,0,0,0
5038,records found.,registros encontrados. ,registros encontrados. ,1,,openemr,NULL,NULL,NULL,NULL,NULL,NULL,1,0,0,0
5039,Recreational drug use,Uso de drogas no farmacológicas,Uso de drogas no farmacológicas,1,,openemr,NULL,NULL,NULL,NULL,NULL,NULL,1,0,0,0
5040,Recreational Drugs,Drogas no farmacológicas,Drogas no farmacológicas,1,,openemr,NULL,NULL,NULL,NULL,NULL,NULL,1,0,0,0
5041,Rectal,Recto,Recto,1,,test,Rectal,Recto,NULL,NULL,NULL,NULL,1,0,1,0
5042,Rectal Exam,Examen rectal,Examen rectal,1,,test,Examen Rectal ,Examen rectal,NULL,NULL,NULL,NULL,1,0,1,0
5043,rectally,Rectal,Rectal,1,,openemr,NULL,NULL,NULL,NULL,NULL,NULL,1,0,0,0
5044,Redirection,Redirección,Redirección,1,,openemr,NULL,NULL,NULL,NULL,NULL,NULL,1,0,0,0
5045,Redness,Enrojecimiento ,Enrojecimiento ,1,,openemr,NULL,NULL,NULL,NULL,NULL,NULL,1,0,0,0
5046,reduced:,Reducido: ,Reducido: ,1,,openemr,NULL,NULL,NULL,NULL,NULL,NULL,1,0,0,0
5047,Ref No,Num Ref,Num Ref,1,,panama,NULL,NULL,NULL,NULL,Num Ref,NULL,1,0,0,0
5048,Refer,Referencia en linea,Referencia en línea,0,,panama,Referir,NULL,NULL,NULL,Referencia en linea,NULL,1,1,0,0
5049,Refer By,Referido por,Referido por,1,,test,Referido Por,Referido por,NULL,NULL,NULL,NULL,1,0,1,0
5050,Refer Date,Fecha de referencia,Fecha de referencia,1,,test,Referido en Fecha:,Fecha de referencia,NULL,NULL,NULL,NULL,1,0,1,0
5051,Refer To,Referir a,Referir a,1,,test,Referido para:,Referir a,NULL,NULL,NULL,NULL,1,0,1,0
5052,Reference,Referencia,Referencia,1,,test,NULL,Referencia,NULL,NULL,NULL,NULL,1,0,1,0
5053,Reference classification (risk level),Nivel de riesgo,Nivel de riesgo,1,,test,Clasificación de derivación (nivel de riesgo) ,Nivel de riesgo,NULL,NULL,NULL,NULL,1,0,1,0
5054,Reference range of results,Rango de resultados de derivación,Rango de resultados de derivación,1,,openemr,NULL,NULL,NULL,NULL,NULL,NULL,1,0,0,0
5055,Reference Reason,Motivo de la referencia,Motivo de la referencia,1,,test,Motivo de derivación ,Motivo de la referencia,NULL,NULL,NULL,NULL,1,0,1,0
5056,Reference Reason ,Motivo de la referencia,Motivo de la referencia,1,,panama,NULL,NULL,NULL,NULL,Motivo de la referencia,NULL,1,0,0,0
5057,Referer name and signature,Nombre y firma de quien refiere,Nombre y firma de quien refiere,1,,test,Nombre y firma del derivador,Nombre y firma de quien refiere,NULL,NULL,NULL,NULL,1,0,1,0
5058,Referral,Referencia,Referencia,1,,panama,Derivación,Referencia,NULL,NULL,Referencia,Hoja de Referencias,1,0,0,0
5059,Referral By,Derivado Por,Derivado Por,1,,openemr,NULL,NULL,NULL,NULL,NULL,NULL,1,0,0,0
5060,Referral Card,Tarjeta de Derivación,Tarjeta de Derivación,1,,openemr,NULL,NULL,NULL,NULL,NULL,NULL,1,0,0,0
5061,Referral Date,Fecha de Referencia,Fecha de Referencia,1,,test,Fecha de Derivación,Fecha de Referencia,NULL,NULL,NULL,NULL,1,0,1,0
5062,REFERRAL FORM,FORMA DE REFERENCIA,FORMULARIO DE REFERENCIA,0,,panama,FORMULARIO DE DERIVACIÓN,NULL,NULL,NULL,FORMA DE REFERENCIA,NULL,1,1,0,0
5063,Referral Form,FORMA DE REFERENCIA,FORMULARIO DE REFERENCIA,0,,test,Formulario de derivación,FORMA DE REFERENCIA,NULL,NULL,NULL,NULL,1,1,1,0
5064,Referral ID,Nº ID derivación,Nº ID derivación,1,,openemr,NULL,NULL,NULL,NULL,NULL,NULL,1,0,0,0
5065,Referral Source,Referido por,Referido por,1,,panama,Origen derivación,Referido por,NULL,NULL,Referido por,Fuente de Referencia,1,0,0,0
5066,Referral Source for Encounters,Origen derivación para encuentros,Origen derivación para encuentros,1,,openemr,NULL,NULL,NULL,NULL,NULL,NULL,1,0,0,0
5067,Referral To,Derivado a ,Derivado a ,1,,openemr,NULL,NULL,NULL,NULL,NULL,NULL,1,0,0,0
5068,Referral Type,Tipo de Referencia,Tipo de Referencia,1,,test,NULL,Tipo de Referencia,NULL,NULL,NULL,NULL,1,0,1,0
5069,Referrals,Referencias,Referencias,1,,test,Derivados,Referencias,NULL,NULL,NULL,NULL,1,0,1,0
5070,Referrals and Other Transactions,Referencias/Otras transacciones,Referencias/Otras transacciones,1,,panama,NULL,Referencias/Otras transacciones,NULL,NULL,Referencias/Otras transacciones,Referencias & otras transac,1,0,0,0
5071,Referrals Pending Cabinet,Gabinete de Referencias pendientes,Gabinete de Referencias pendientes,1,,test,NULL,Gabinete de Referencias pendientes,NULL,NULL,NULL,NULL,1,0,1,0
5072,Referrals Report,Informes de Derivados,Informes de Derivados,1,,openemr,NULL,NULL,NULL,NULL,NULL,NULL,1,0,0,0
5073,Referred By,Referido por,Referido por,1,,test,Derivado Por,Referido por,NULL,NULL,NULL,NULL,1,0,1,0
5074,Referred by,Derivado por,Derivado por,1,,openemr,NULL,NULL,NULL,NULL,NULL,NULL,1,0,0,0
5075,Referred To,Referido a,Referido a,1,,test,NULL,Referido a,NULL,NULL,NULL,NULL,1,0,1,0
5076,Referred to,Derivado a,Derivado a,1,,openemr,NULL,NULL,NULL,NULL,NULL,NULL,1,0,0,0
5077,Referrer,Derivador ,Derivador ,1,,openemr,NULL,NULL,NULL,NULL,NULL,NULL,1,0,0,0
5078,Referrer Diagnosis,Diagnóstico de Derivación,Diagnóstico de Derivación,1,,openemr,NULL,NULL,NULL,NULL,NULL,NULL,1,0,0,0
5079,Referrer diagnosis,Diagnóstico de Derivación,Diagnóstico de Derivación,1,,openemr,NULL,NULL,NULL,NULL,NULL,NULL,1,0,0,0
5080,Referring physician and practice,Médico y Centro que deriva ,Médico y Centro que deriva ,1,,openemr,NULL,NULL,NULL,NULL,NULL,NULL,1,0,0,0
5081,Referring Provider,Proveedor que deriva,Proveedor que deriva,1,,openemr,NULL,NULL,NULL,NULL,NULL,NULL,1,0,0,0
5082,ReFill,Recargar,Recargar,1,,openemr,NULL,NULL,NULL,NULL,NULL,NULL,1,0,0,0
5083,Refills,Resurtir,Resurtir,1,,test,Recargas,Resurtir,NULL,NULL,NULL,NULL,1,0,1,0
5084,refills,recargas,recargas,1,,openemr,NULL,NULL,NULL,NULL,NULL,NULL,1,0,0,0
5085,Reflexes normal,Reflejos normales,Reflejos normales,1,,openemr,NULL,NULL,NULL,NULL,NULL,NULL,1,0,0,0
5086,Refresh,Actualizar,Actualizar,1,,panama,Refrescar,Actualizar,NULL,NULL,Actualizar,Refrescar,1,0,0,0
5087,Refreshing Reminders,Refrescando recordatorios,Refrescando recordatorios,1,,openemr,NULL,NULL,NULL,NULL,NULL,NULL,1,0,0,0
5088,Refs,Resurt,Resurt,1,,test,NULL,Resurt,NULL,NULL,NULL,NULL,1,0,1,0
5089,Refused To State,Se negó a declarar,Se negó a declarar,1,,openemr,NULL,NULL,NULL,NULL,NULL,NULL,1,0,0,0
5090,register,Registrar,Registrar,1,,openemr,NULL,NULL,NULL,NULL,NULL,NULL,1,0,0,0
5091,Registered,Registrado,Registrado,1,,openemr,NULL,NULL,NULL,NULL,NULL,NULL,1,0,0,0
5092,registered,registrado,registrado,1,,openemr,NULL,NULL,NULL,NULL,NULL,NULL,1,0,0,0
5093,Registration Date,Fecha de Registro,Fecha de Registro,1,,test,Fecha de Registro ,Fecha de Registro,NULL,NULL,NULL,NULL,1,0,1,0
5094,Registration Date:,Fecha de Registro,Fecha de Registro:,0,Duplicate,test,NULL,Fecha de Registro,NULL,NULL,NULL,NULL,1,1,1,1
5095,Registration Form,Ficha de Registro,Ficha de Registro,1,,test,Formulario de Inscripción ,Ficha de Registro,NULL,NULL,NULL,NULL,1,0,1,0
5096,Registration Number,Número de Registro,Número de Registro,1,,test,NULL,Número de Registro,NULL,NULL,NULL,NULL,1,0,1,0
5097,reg_re,reg_re,reg_re,1,,openemr,NULL,NULL,NULL,NULL,NULL,NULL,1,0,0,0
5098,Rehabilitation,Rehabilitación ,Rehabilitación ,1,,openemr,NULL,NULL,NULL,NULL,NULL,NULL,1,0,0,0
5099,Relapse Potential,,,1,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,0,0,0
5100,Relate To,Mapeado a,Mapeado a,1,,panama,Relaciónese Con ,NULL,NULL,NULL,Mapeado a,NULL,1,0,0,0
5101,Relate to,Mapeado a,Mapeado a,1,,test,NULL,Mapeado a,NULL,NULL,NULL,NULL,1,0,1,0
5102,Relate To:,Mapeado a,Mapeado a:,0,,panama,NULL,Mapeado a,NULL,NULL,Mapeado a,Mapeo a,1,1,0,0
