constant_name,definition,source,openemr,test,spanish,argentina,panama,haiti
"Return to this page and you will be able to complete the Snomed installation process by clicking on the SNOMED section header","Vuelva a esta página y podrá completar el proceso de instalación Snomed haciendo click en la sección de la cabecera SNOMED",openemr,NULL,NULL,NULL,NULL,NULL,NULL
"Return Value","Valor Devuelto ",openemr,NULL,NULL,NULL,NULL,NULL,NULL
"Return Visit","Visita de Vuelta ",openemr,NULL,NULL,NULL,NULL,NULL,NULL
"Returned to Play","Volvió a jugar",openemr,NULL,NULL,NULL,NULL,NULL,NULL
"Reuse of three previous passwords not allowed!",,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"Review of PMH:","Examen de PMH: ",openemr,NULL,NULL,NULL,NULL,NULL,NULL
"Review Of Systems","Revisión de los sistemas",openemr,NULL,NULL,NULL,NULL,NULL,NULL
"Review Of Systems ","Chequeo Médico",test,NULL,"Chequeo Médico",NULL,NULL,NULL,NULL
"Review of Systems Checks","Revisión de chequeos de sistemas",openemr,NULL,NULL,NULL,NULL,NULL,NULL
Reviewed,Revisado,openemr,NULL,NULL,NULL,NULL,NULL,NULL
Revision,"Revisión ",openemr,NULL,NULL,NULL,NULL,NULL,NULL
"RH Factor","Factor RH",test,NULL,"Factor RH",NULL,NULL,NULL,NULL
"RH Factor:","Factor RH:",test,NULL,"Factor RH:",NULL,NULL,NULL,NULL
"Rheumatoid Arthritis","Artritis reumatoide",openemr,NULL,NULL,NULL,NULL,NULL,NULL
"Rheumotoid Arthritis","Artritis reumatoide",openemr,NULL,NULL,NULL,NULL,NULL,NULL
Right,Derecho,openemr,NULL,NULL,NULL,NULL,NULL,NULL
"Right Ear","Oido Derecho",openemr,NULL,NULL,NULL,NULL,NULL,NULL
"right ear","oido derecho",openemr,NULL,NULL,NULL,NULL,NULL,NULL
Right:,Derecho:,openemr,NULL,NULL,NULL,NULL,NULL,NULL
"Ringing In Ears","Sonido en Oídos ",openemr,NULL,NULL,NULL,NULL,NULL,NULL
"Ringing in Ears","Zumbido en Oídos ",openemr,NULL,NULL,NULL,NULL,NULL,NULL
"Risk Factors","Factores de riesgo",test,"Factores de Riesgo ","Factores de riesgo",NULL,NULL,NULL,NULL
"Risk Level","Nivel de riesgo",test,"Nivel de Riesgo","Nivel de riesgo",NULL,NULL,NULL,NULL
"Risk Reduction","Reducción de Riesgos",test,NULL,"Reducción de Riesgos",NULL,NULL,NULL,NULL
"Risks and Complications Explained","Explicación de riesgos y complicaciones",test,NULL,"Explicación de riesgos y complicaciones",NULL,NULL,NULL,NULL
RLL:,RLL:,openemr,NULL,NULL,NULL,NULL,NULL,NULL
ROM,ROM,openemr,NULL,NULL,NULL,NULL,NULL,NULL
Romanian,Rumano,openemr,NULL,NULL,NULL,NULL,NULL,NULL
Roster,Lista,openemr,NULL,NULL,NULL,NULL,NULL,NULL
Route,Ruta,openemr,NULL,NULL,NULL,NULL,NULL,NULL
"Route of administration, if applicable","Ruta de administracion si aplicable",openemr,NULL,NULL,NULL,NULL,NULL,NULL
Routed,Encaminado,openemr,NULL,NULL,NULL,NULL,NULL,NULL
Rows,Filas,openemr,NULL,NULL,NULL,NULL,NULL,NULL
Rows:,Filas,test,NULL,Filas,NULL,NULL,NULL,NULL
"RRR without MOR","RRR sin MOR ",openemr,NULL,NULL,NULL,NULL,NULL,NULL
Rub:,Frotar,openemr,NULL,NULL,NULL,NULL,NULL,NULL
Rubs:,"Frotaciones: ",openemr,NULL,NULL,NULL,NULL,NULL,NULL
Rule,Regla,openemr,NULL,NULL,NULL,NULL,NULL,NULL
"Rule Add","Añadir regla",openemr,NULL,NULL,NULL,NULL,NULL,NULL
"Rule Detail","Detalle Regla",openemr,NULL,NULL,NULL,NULL,NULL,NULL
"Rule Edit","Editar Regla",openemr,NULL,NULL,NULL,NULL,NULL,NULL
"Rule Set","Ajuste Regla",openemr,NULL,NULL,NULL,NULL,NULL,NULL
Rules,Reglas,openemr,NULL,NULL,NULL,NULL,NULL,NULL
"Rules Configuration","Configuración Regla",openemr,NULL,NULL,NULL,NULL,NULL,NULL
"Running Command: ","Ejecutando comando",openemr,NULL,NULL,NULL,NULL,NULL,NULL
Rupture,ruptura,openemr,NULL,NULL,NULL,NULL,NULL,NULL
Russian,Ruso,openemr,NULL,NULL,NULL,NULL,NULL,NULL
RX,Receta,openemr,NULL,NULL,NULL,NULL,NULL,NULL
Rx,Recetas,test,Receta,Recetas,NULL,NULL,NULL,NULL
"Rx Bottom Margin (px)","Margen inferior Receta (px)",openemr,NULL,NULL,NULL,NULL,NULL,NULL
"Rx Enable DEA #","Receta Activa DEA#",openemr,NULL,NULL,NULL,NULL,NULL,NULL
"Rx Enable NPI","Receta Activa NPI",openemr,NULL,NULL,NULL,NULL,NULL,NULL
"Rx Enable State Lic. #","Receta Activa Estado Lic.#",openemr,NULL,NULL,NULL,NULL,NULL,NULL
"Rx Left Margin (px)","Margen izquierdo Receta (px)",openemr,NULL,NULL,NULL,NULL,NULL,NULL
"Rx Paper Size","Tamaño papel Receta",openemr,NULL,NULL,NULL,NULL,NULL,NULL
"Rx Right Margin (px)","Margen derecho Receta (px)",openemr,NULL,NULL,NULL,NULL,NULL,NULL
"Rx Show DEA #","Mostrar Receta DEA#",openemr,NULL,NULL,NULL,NULL,NULL,NULL
"Rx Show NPI","Mostrar Receta NPI",openemr,NULL,NULL,NULL,NULL,NULL,NULL
"Rx Show State Lic. #","Mostrar Receta Estado Lic.#",openemr,NULL,NULL,NULL,NULL,NULL,NULL
"Rx Top Margin (px)","Margen superior Receta (px)",openemr,NULL,NULL,NULL,NULL,NULL,NULL
RxNorm,"Recetario (RxNorm)",openemr,NULL,NULL,NULL,NULL,NULL,NULL
"RxNorm Database","Base de datos RxNorm",openemr,NULL,NULL,NULL,NULL,NULL,NULL
S,S,openemr,NULL,NULL,NULL,NULL,NULL,NULL
S.S.,S.S.,openemr,NULL,NULL,NULL,NULL,NULL,NULL
S3:,S3:,openemr,NULL,NULL,NULL,NULL,NULL,NULL
S4:,S4:,openemr,NULL,NULL,NULL,NULL,NULL,NULL
"SA  *  * To read the license please read the docs/license.txt or visit  * http://www.gnu.org/copyleft/gpl.html  *  */  //========================================================================= // ","SA ** para leer la licencia por favor lea la documentoss/licencia.texto o visite * http://www.gnu.org/copyleft/gpl.html * * / / / ========================================================================= / /",openemr,NULL,NULL,NULL,NULL,NULL,NULL
Sale,Venta,openemr,NULL,NULL,NULL,NULL,NULL,NULL
Sales,Ventas,openemr,NULL,NULL,NULL,NULL,NULL,NULL
"Sales by Item","Ventas por producto",panama,"Ventas por artículo","Ventas por producto",NULL,NULL,"Ventas por producto",como
"Sales by Product Report","Informe de ventas por producto ",openemr,NULL,NULL,NULL,NULL,NULL,NULL
"Sales Tax","Impuesto de venta",test,NULL,"Impuesto de venta",NULL,NULL,NULL,NULL
Saliva,Saliva,openemr,NULL,NULL,NULL,NULL,NULL,NULL
"Same Day","Mismo Día ",openemr,NULL,NULL,NULL,NULL,NULL,NULL
Samoan,Samoano,openemr,NULL,NULL,NULL,NULL,NULL,NULL
Sample,Muestra,openemr,NULL,NULL,NULL,NULL,NULL,NULL
"Sanction Type","Tipo de sanción ",openemr,NULL,NULL,NULL,NULL,NULL,NULL
Sat,Sabado,openemr,NULL,NULL,NULL,NULL,NULL,NULL
"Sat &amp; Sun","Sábado y Domingo",openemr,NULL,NULL,NULL,NULL,NULL,NULL
Saturday,Sábado,test,Sabado,Sábado,NULL,NULL,NULL,NULL
SAVE,SALVAR,openemr,NULL,NULL,NULL,NULL,NULL,NULL
Save,Guardar,openemr,NULL,NULL,NULL,NULL,NULL,NULL
"Save and Checkout","Guardar y Pagar",test,NULL,"Guardar y Pagar",NULL,NULL,NULL,NULL
"Save and Close","Guardar y cerrar",test,"Guardar y Cerrar","Guardar y cerrar",NULL,NULL,NULL,NULL
"Save and Dispense","Guardar y Despachar",test,"Guardar y Distribuir ","Guardar y Despachar",NULL,NULL,NULL,NULL
"Save and Open a Visit","Guardar y abrir una visita",panama,NULL,NULL,NULL,NULL,"Guardar y abrir una visita",NULL
"Save and Print Receipt","Guardar e Imprimir Recibo",panama,NULL,NULL,NULL,NULL,"Guardar e Imprimir Recibo",NULL
"Save and Tally Sheet","Guardar y Hoja de cargos",test,NULL,"Guardar y Hoja de cargos",NULL,NULL,NULL,NULL
"Save and Transmit",,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"Save as New","Guardar como Nuevo",openemr,NULL,NULL,NULL,NULL,NULL,NULL
"Save as new note","Guardar como nota nueva",openemr,NULL,NULL,NULL,NULL,NULL,NULL
"Save Certificate Settings","Guardar configuración del certificado",openemr,NULL,NULL,NULL,NULL,NULL,NULL
"Save Changes","Guardar cambios",test,"Guardar Cambios","Guardar cambios",NULL,NULL,NULL,NULL
"Save Form","Guardar Forma",test,"Guardar Formulario ","Guardar Forma",NULL,NULL,NULL,NULL
"Save Immunization","Guardar inmunizaciones",test,"Guardar Inmunización","Guardar inmunizaciones",NULL,NULL,NULL,NULL
"Save New Field","Guardar Nuevo Campo",openemr,NULL,NULL,NULL,NULL,NULL,NULL
"Save New Group","Guardar Nuevo Grupo",openemr,NULL,NULL,NULL,NULL,NULL,NULL
"Save New List","Guardar Nueva Lista",openemr,NULL,NULL,NULL,NULL,NULL,NULL
"Save new template","Guardar la nueva plantilla ",openemr,NULL,NULL,NULL,NULL,NULL,NULL
"Save omission selections",,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"Save Patient Demographic","Guardar datos demográficos",panama,NULL,"Guardar datos demográficos",NULL,NULL,"Guardar datos demográficos",Guardar
"Save Patient Demographics","Guardar datos demograficos",panama,"Guardar Demograficas de Paciente",NULL,NULL,NULL,"Guardar datos demograficos",NULL
"Save Successful for chart ID","Guardar Exitoso para el gráfico identificación",openemr,NULL,NULL,NULL,NULL,NULL,NULL
"Save Transaction","Guardar transacción",test,"Guardar ITransacción","Guardar transacción",NULL,NULL,NULL,NULL
Scanned,"Escaneados ",openemr,NULL,NULL,NULL,NULL,NULL,NULL
"Scanned Encounter Note","Nota Escaneada de visita",openemr,NULL,NULL,NULL,NULL,NULL,NULL
"Scanner Directory","Directorio del escáner",openemr,NULL,NULL,NULL,NULL,NULL,NULL
"Scanner In","Escáner En",openemr,NULL,NULL,NULL,NULL,NULL,NULL
Schedule,Dosis,test,Horario,Dosis,NULL,NULL,NULL,NULL
"Schedule Facilities:","Calendario de Centros",openemr,NULL,NULL,NULL,NULL,NULL,NULL
School,Escuela,test,NULL,Escuela,NULL,NULL,NULL,NULL
"SCHOOL NOTE","Nota Escolar",openemr,NULL,NULL,NULL,NULL,NULL,NULL
Scoliosis,"Escoliosis ",openemr,NULL,NULL,NULL,NULL,NULL,NULL
Screen,Pantalla,test,NULL,Pantalla,NULL,NULL,NULL,NULL
SE,SE,openemr,NULL,NULL,NULL,NULL,NULL,NULL
"SE Address","SE Dirección ",openemr,NULL,NULL,NULL,NULL,NULL,NULL
"SE City","SE Ciudad",openemr,NULL,NULL,NULL,NULL,NULL,NULL
"SE Country","SE Pais",openemr,NULL,NULL,NULL,NULL,NULL,NULL
"SE Locality","SE Localidad ",openemr,NULL,NULL,NULL,NULL,NULL,NULL
"SE Postal Code","SE Código Postal",openemr,NULL,NULL,NULL,NULL,NULL,NULL
"SE State","SE Estado ",openemr,NULL,NULL,NULL,NULL,NULL,NULL
"SE Zip Code","SE Código Postal ",openemr,NULL,NULL,NULL,NULL,NULL,NULL
Search,Búsqueda,panama,NULL,NULL,NULL,NULL,Búsqueda,Busqueda
search,búsqueda,openemr,NULL,NULL,NULL,NULL,NULL,NULL
"search again","buscar de nuevo",test,"Búsqar Nuevamente","buscar de nuevo",NULL,NULL,NULL,NULL
"Search all columns","Buscar en todas las columnas",openemr,NULL,NULL,NULL,NULL,NULL,NULL
"Search by:","Búscar por:",openemr,NULL,NULL,NULL,NULL,NULL,NULL
"Search for","Buscar por",openemr,NULL,NULL,NULL,NULL,NULL,NULL
"Search for:","Búscar para:",openemr,NULL,NULL,NULL,NULL,NULL,NULL
"Search in","Buscar en",openemr,NULL,NULL,NULL,NULL,NULL,NULL
"Search In",,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"Search or Add Client","Buscar/Agregar Registro",test,NULL,"Buscar/Agregar Registro",NULL,NULL,NULL,NULL
"Search or Add Patient","Buscar o Añadir Paciente ",openemr,NULL,NULL,NULL,NULL,NULL,NULL
"Search or Add Patient ","Buscar/Agregar Registro",test,NULL,"Buscar/Agregar Registro",NULL,NULL,NULL,NULL
"Search Payment","Buscar Pago",openemr,NULL,NULL,NULL,NULL,NULL,NULL
"Search Results","Resultados de la búsqueda",test,"Resultados de búsqueda","Resultados de la búsqueda",NULL,NULL,NULL,NULL
"Search Results:","Resultados de la Búsqueda: ",openemr,NULL,NULL,NULL,NULL,NULL,NULL
"Search Selected","Buscar seleccionados",openemr,NULL,NULL,NULL,NULL,NULL,NULL
"Search string does not match with list in database","Cadena buscada no coincide con la lista de la base de datos",openemr,NULL,NULL,NULL,NULL,NULL,NULL
"Search string should have at least three characters","Cadena buscada debe tener al menos tres caracteres",openemr,NULL,NULL,NULL,NULL,NULL,NULL
"Search Text","Buscar Texto",openemr,NULL,NULL,NULL,NULL,NULL,NULL
"Search the Events","Búsqueda de eventos",openemr,NULL,NULL,NULL,NULL,NULL,NULL
Search/Add,Buscar/añadir,openemr,NULL,NULL,NULL,NULL,NULL,NULL
"Search/Add Insurer","Buscar / Añadir Asegurador ",openemr,NULL,NULL,NULL,NULL,NULL,NULL
"Searching for appointments","Búsqueda de citas",test,"Buscando las citas","Búsqueda de citas",NULL,NULL,NULL,NULL
Searching...,Buscando,openemr,NULL,NULL,NULL,NULL,NULL,NULL
"Seatbelt Use","Cinturón de seguridad",test,"Uso de cinturón de seguridad ","Cinturón de seguridad",NULL,NULL,NULL,NULL
"Seatbelt use","Uso de cinturón de seguridad ",openemr,NULL,NULL,NULL,NULL,NULL,NULL
Second,Segundo,openemr,NULL,NULL,NULL,NULL,NULL,NULL
Secondary,Secundaria,argentina,NULL,NULL,NULL,Secundaria,Pre-Media,NULL
"Secondary Insurance","Seguro Secundario ",openemr,NULL,NULL,NULL,NULL,NULL,NULL
"Secondary Insurance Data","Datos del Seguro Secundario",test,"Datos de Seguro Secundario ","Datos del Seguro Secundario",NULL,NULL,NULL,NULL
"Secondary Insurance Provider","Proveedor de Seguro Secundario ",openemr,NULL,NULL,NULL,NULL,NULL,NULL
"Secondary Medicare Type","Tipo secundario de Medicare",openemr,NULL,NULL,NULL,NULL,NULL,NULL
Security,Seguridad,openemr,NULL,NULL,NULL,NULL,NULL,NULL
"See All","Ver Todo",openemr,NULL,NULL,NULL,NULL,NULL,NULL
"see all","Ver todas",test,NULL,"Ver todas",NULL,NULL,NULL,NULL
"See Authorizations","Ver Autorizaciones",openemr,NULL,NULL,NULL,NULL,NULL,NULL
"See Authorizations:","Ver autorizaciones",test,NULL,"Ver autorizaciones",NULL,NULL,NULL,NULL
"See Growth-Chart","Véase el Gráfico de Crecimiento",openemr,NULL,NULL,NULL,NULL,NULL,NULL
"See messages from the last set of generated claims","Ver los mensajes de la última serie de reclamos generados",openemr,NULL,NULL,NULL,NULL,NULL,NULL
"Seen since","Visto en",openemr,NULL,NULL,NULL,NULL,NULL,NULL
"Segment name",,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"Segments Batch Claim",,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Seizures,"Convulsiones ",openemr,NULL,NULL,NULL,NULL,NULL,NULL
Sel,Seleción,openemr,NULL,NULL,NULL,NULL,NULL,NULL
Select,Seleccionar,test,Seleción,Seleccionar,NULL,NULL,NULL,NULL
select,seleccionar,openemr,NULL,NULL,NULL,NULL,NULL,NULL
"Select a Context","Seleccionar un contexto",openemr,NULL,NULL,NULL,NULL,NULL,NULL
"Select a percentage of the rows or or select dates",,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"Select a Time Span","Seleccione un intervalo de tiempo",openemr,NULL,NULL,NULL,NULL,NULL,NULL
"Select a User","Seleccionar un usuario",openemr,NULL,NULL,NULL,NULL,NULL,NULL
"Select All","Seleccionar todos",test,"Seleccionar Todos ","Seleccionar todos",NULL,NULL,NULL,NULL
"Select CAMOS Entries for Printing","Elegir entradas CAMOS para impresión",openemr,NULL,NULL,NULL,NULL,NULL,NULL
"Select category","Seleccionar una categoría",openemr,NULL,NULL,NULL,NULL,NULL,NULL
"Select corresponding checkboxes to delete","Seleccionar las casillas correspondientes para borrar",openemr,NULL,NULL,NULL,NULL,NULL,NULL
"Select Criteria to Remove","Seleccionar el criterio para eliminar",openemr,NULL,NULL,NULL,NULL,NULL,NULL
"Select CSV table",,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"Select Data Required for De Identification","Seleccione datos requeridos para De-Identificación",openemr,NULL,NULL,NULL,NULL,NULL,NULL
"Select data to be included in De Identified data","Seleccione datos para incluir en los datos de De-Identificación",openemr,NULL,NULL,NULL,NULL,NULL,NULL
"Select date","Elegir fecha",openemr,NULL,NULL,NULL,NULL,NULL,NULL
"Select desired squad","Seleccione plantilla deseada",openemr,NULL,NULL,NULL,NULL,NULL,NULL
"Select Diagnosis","Seleccione diagnóstico",openemr,NULL,NULL,NULL,NULL,NULL,NULL
"Select Diagnosis for De Identification request","Seleccione diagnóstico para pedido de de-identificación",openemr,NULL,NULL,NULL,NULL,NULL,NULL
"Select Drug","Seleccione Medicamento",openemr,NULL,NULL,NULL,NULL,NULL,NULL
"Select Drugs","Seleccione Medicamentos",openemr,NULL,NULL,NULL,NULL,NULL,NULL
"Select Drugs for De Identification request","Seleccione los medicamentos para la solicitud de de-identificación",openemr,NULL,NULL,NULL,NULL,NULL,NULL
"Select EDI-271 file","Seleccione fichero EDI-271",openemr,NULL,NULL,NULL,NULL,NULL,NULL
"Select field","Elegir campo",openemr,NULL,NULL,NULL,NULL,NULL,NULL
"Select Fields","Selección de campos",test,"Seleccione Sector ","Selección de campos",NULL,NULL,NULL,NULL
"Select for printing","Seleccionar para Imprimir ",openemr,NULL,NULL,NULL,NULL,NULL,NULL
"Select Immunizations","Seleccione vacunas",openemr,NULL,NULL,NULL,NULL,NULL,NULL
"Select Immunizations for De Identification request","Seleccione las vacunas para la solicitud anónima",openemr,NULL,NULL,NULL,NULL,NULL,NULL
"Select Insurance, by typing","Seleccionar Seguro, escribiendo",openemr,NULL,NULL,NULL,NULL,NULL,NULL
"Select Issue","Seleccione Incidencia",openemr,NULL,NULL,NULL,NULL,NULL,NULL
"Select Language","Seleccionar idioma",openemr,NULL,NULL,NULL,NULL,NULL,NULL
"Select One",,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"Select one of these, or type your own title","Seleccione una de las opciones o introduzca una propia",test,NULL,"Seleccione una de las opciones o introduzca una propia",NULL,NULL,NULL,NULL
"Select one or more diagnosis codes to justify the service","Seleccione uno o más códigos de diagnóstico para justificar el servicio",openemr,NULL,NULL,NULL,NULL,NULL,NULL
"Select one or more files to upload",,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"Select Patient","Seleccionar Registro",test,NULL,"Seleccionar Registro",NULL,NULL,NULL,NULL
"Select Patient by Last","Selec cliente /por apellido",test,NULL,"Selec cliente /por apellido",NULL,NULL,NULL,NULL
"Select the configuration items to export","Elija los items de configuración para exportar",openemr,NULL,NULL,NULL,NULL,NULL,NULL
"Select the issue primarily responsible for any missed events on this day","Elija el asunto primario responsable por eventos fallidos este dia",openemr,NULL,NULL,NULL,NULL,NULL,NULL
"Select User","Seleccionar usuario",openemr,NULL,NULL,NULL,NULL,NULL,NULL
"Select Users From The Dropdown List","Seleccionar usuarios de la lista desplegable",openemr,NULL,NULL,NULL,NULL,NULL,NULL
"Select which languages, if any, may be chosen at login. (only pertinent if above All Languages Allowed is turned off)","Seleccionar que idiomas, si los hay, pueden ser elegidos al inicio de sesión. (solo si arriba todos los idiomas permitidos está desactivados)",openemr,NULL,NULL,NULL,NULL,NULL,NULL
"Select Yes to confirm group deletion","Seleccione Sí para confirmar la eliminación del grupo ",openemr,NULL,NULL,NULL,NULL,NULL,NULL
Selected,Seleccionado,openemr,NULL,NULL,NULL,NULL,NULL,NULL
"Selected Encounter","Visita seleccionada",openemr,NULL,NULL,NULL,NULL,NULL,NULL
"Selecting this will create a message that needs to be processed by each recipient individually (this is not a group task).","Seleccionando esto se creará un mensaje que necesita ser procesado por cada receptor individualmente (esto no es una tarea de grupo)",openemr,NULL,NULL,NULL,NULL,NULL,NULL
Self,"Uno Mismo",openemr,NULL,NULL,NULL,NULL,NULL,NULL
"Self Employed","Independiente (por cuenta propia)",panama,NULL,NULL,NULL,NULL,"Independiente (por cuenta propia)",NULL
"Self Pay","Paga del uno mismo",openemr,NULL,NULL,NULL,NULL,NULL,NULL
"Semen analysis","Análisis de seman",test,NULL,"Análisis de seman",NULL,NULL,NULL,NULL
Send,Enviar,openemr,NULL,NULL,NULL,NULL,NULL,NULL
"Send A Dated Reminder","Enviar recordatorio con fecha",openemr,NULL,NULL,NULL,NULL,NULL,NULL
"Send a Reminder","Enviar un Recordatorio",openemr,NULL,NULL,NULL,NULL,NULL,NULL
"Send in progress","Envíe en curso ",openemr,NULL,NULL,NULL,NULL,NULL,NULL
"Send message","enviar mensaje",openemr,NULL,NULL,NULL,NULL,NULL,NULL
"Send Reminders Batch","Batch de Envío de Recordatorios",openemr,NULL,NULL,NULL,NULL,NULL,NULL
"Send reminders to patients per patient preference for preventive/follow up care.","Enviar recordatorios a pacientes que lo han solicitado, para cuidado preventivo o seguimiento",openemr,NULL,NULL,NULL,NULL,NULL,NULL
"Send Summaries with Referrals","Enviar resúmenes con derivaciones",openemr,NULL,NULL,NULL,NULL,NULL,NULL
"Send this file","Enviar este file",openemr,NULL,NULL,NULL,NULL,NULL,NULL
"Send This Message","Enviar este mensaje",openemr,NULL,NULL,NULL,NULL,NULL,NULL
"Send to","Enviar a",openemr,NULL,NULL,NULL,NULL,NULL,NULL
"Send to all","Enviar a todos",openemr,NULL,NULL,NULL,NULL,NULL,NULL
Sender,Remitente,openemr,NULL,NULL,NULL,NULL,NULL,NULL
"Sender ID","Identificación del Remitente ",openemr,NULL,NULL,NULL,NULL,NULL,NULL
"Sender ID (ISA06)","Remitente ID (ISA06)",openemr,NULL,NULL,NULL,NULL,NULL,NULL
"Sender ID Qualifier (ISA05)","Calificador del remitente ID (ISA05)",openemr,NULL,NULL,NULL,NULL,NULL,NULL
"Sender IDs",,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"Sending To",,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Sensitivities,"Sensibilidades ",openemr,NULL,NULL,NULL,NULL,NULL,NULL
Sensitivity,Sensibilidad,test,NULL,Sensibilidad,NULL,NULL,NULL,NULL
Sensitivity:,Sensibilidad,test,"Sensibilidad: ",Sensibilidad,NULL,NULL,NULL,NULL
"Sensory exam normal","Examen sensorial normal",openemr,NULL,NULL,NULL,NULL,NULL,NULL
Sent,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"Sent By, Leave Blank For All","Enviado por, dejar en blanco para todos",openemr,NULL,NULL,NULL,NULL,NULL,NULL
"Sent Date","Fecha de envio",openemr,NULL,NULL,NULL,NULL,NULL,NULL
"Sent Items","Incidencias Enviadas",openemr,NULL,NULL,NULL,NULL,NULL,NULL
"Sent Medical Records?","¿Enviar Registros Médicos?",openemr,NULL,NULL,NULL,NULL,NULL,NULL
"Sent successfully","Enviado con éxito ",openemr,NULL,NULL,NULL,NULL,NULL,NULL
"sent to printer.","Enviado a Impresora",openemr,NULL,NULL,NULL,NULL,NULL,NULL
"Sent To, Leave Blank For All","Enviado a, dejar en blanco para todos",openemr,NULL,NULL,NULL,NULL,NULL,NULL
"Sent, but delivery not yet confirmed.",,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"Sent, not received",,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Sep,Sep,openemr,NULL,NULL,NULL,NULL,NULL,NULL
Separated,Separado(a),test,"Separado ",Separado(a),NULL,NULL,NULL,NULL
September,Septiembre,openemr,NULL,NULL,NULL,NULL,NULL,NULL
Seq,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Sequence,Secuencia,openemr,NULL,NULL,NULL,NULL,NULL,NULL
"Serv Rep",,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Service,Servicio,openemr,NULL,NULL,NULL,NULL,NULL,NULL
"Service Category","Categoría de Servicio ",openemr,NULL,NULL,NULL,NULL,NULL,NULL
"Service Code","Código del servicio",test,"Código Servicio","Código del servicio",NULL,NULL,NULL,NULL
"Service Code Finance Reporting","Informe de códigos de servicio Financiero",openemr,NULL,NULL,NULL,NULL,NULL,NULL
"Service Codes","Códigos Servicio",openemr,NULL,NULL,NULL,NULL,NULL,NULL
"Service Date","Fecha de servicio",panama,"Fecha de Servicio",NULL,NULL,NULL,"Fecha de servicio",NULL
"Service Date:","Fecha de servicio",test,"Fecha de Servicio:","Fecha de servicio",NULL,NULL,NULL,NULL
"Service Filter","Filtro de Servicio",test,NULL,"Filtro de Servicio",NULL,NULL,NULL,NULL
"Service Location","Presta servicios",test,"Centro de servicio","Presta servicios",NULL,NULL,NULL,NULL
"Service Name",,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"Service Provided","Servicio provisto",test,NULL,"Servicio provisto",NULL,NULL,NULL,NULL
"Service provided by specialist","Servicio prestado por el especialista ",openemr,NULL,NULL,NULL,NULL,NULL,NULL
"Service Provider","Proveedor de servicio",test,NULL,"Proveedor de servicio",NULL,NULL,NULL,NULL
"Service Provider:","Proveedor de servicio",test,NULL,"Proveedor de servicio",NULL,NULL,NULL,NULL
"Service Reporting","Informe de servicio",openemr,NULL,NULL,NULL,NULL,NULL,NULL
"Service Reporting Only","Sólo inf. de serv.",openemr,NULL,NULL,NULL,NULL,NULL,NULL
"Service Statistics Report","Reporte Estadísticas de Servicio",test,NULL,"Reporte Estadísticas de Servicio",NULL,NULL,NULL,NULL
Services,Servicios,openemr,NULL,NULL,NULL,NULL,NULL,NULL
"Services by Category","Servicios por categoria",test,"Servicios por Categoría ","Servicios por categoria",NULL,NULL,NULL,NULL
"Services by Provider","Servicios por Proveedor",panama,NULL,NULL,NULL,NULL,"Servicios por Proveedor",NULL
"Services Provided","Servicios proporcionados ",openemr,NULL,NULL,NULL,NULL,NULL,NULL
"Services provided","Servicios provistos",test,"Servicios prestados ","Servicios provistos",NULL,NULL,NULL,NULL
Services/Products,Servicios/Productos,openemr,NULL,NULL,NULL,NULL,NULL,NULL
"Session Type","Tipo Sesión",openemr,NULL,NULL,NULL,NULL,NULL,NULL
Set,Set,openemr,NULL,NULL,NULL,NULL,NULL,NULL
"Set a facility cookie to remember the selected facility between logins.","Habilitar cookie para recordar el centro seleccionado entre sesiones.",openemr,NULL,NULL,NULL,NULL,NULL,NULL
"Set As Completed","Definir como terminado",openemr,NULL,NULL,NULL,NULL,NULL,NULL
"Set processing priority for CDR engine based reports.",,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"Set processing priority for creation of Patient Reminders (in full clinic mode).",,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"Set this to the full absolute path. For creating client SSL certificates for HTTPS.","Asignar esto para la ruta absoluta. Para crear certificados clientes SSL para HTTPPS.",openemr,NULL,NULL,NULL,NULL,NULL,NULL
"Set To","Ajustar a",openemr,NULL,NULL,NULL,NULL,NULL,NULL
"Set to Default","Ajustar por defecto",openemr,NULL,NULL,NULL,NULL,NULL,NULL
"Setting the version number in the database...","Ajustar el número de versión en la base de datos...",openemr,NULL,NULL,NULL,NULL,NULL,NULL
Settings,Parámetros,test,Ajustes,Parámetros,NULL,NULL,NULL,NULL
